,carbohydrates_100g,energy_100g,fiber_100g,nutrition-score-fr_100g,proteins_100g,saturated-fat_100g,sodium_100g,sugars_100g
0,7.1,657.0,1.0,-2.0,14.5,0.8,0.339,1.3
1,11.6,505.0,1.3,1.0,6.6,2.4,0.31496062992126,2.0
2,6.2,523.0,0.9,-1.0,10.0,2.3,0.246062992125984,0.5
3,7.1,546.0,2.3,-2.0,7.8,2.0,0.271653543307087,1.8
4,5.3,238.0,1.6,-2.0,4.9,0.5,0.393700787401575,1.1
5,12.0,875.0,1.2,4.0,15.0,1.3,0.708661417322835,0.9
6,9.3,282.0,1.3,1.0,3.2,0.7,0.354330708661417,3.9
7,26.5,925.0,3.6,-1.0,9.0,1.0,0.673228346456693,4.0
8,47.0,1996.0,3.5,16.0,5.3,7.9,0.110236220472441,34.0
9,5.0,177.0,0.4,-1.0,4.0,0.1,0.0708661417322835,4.6
10,78.5,1965.0,1.4,12.0,5.5,1.5,0.0374015748031496,32.0
11,14.5,613.0,1.7,-2.0,9.0,2.0,0.31496062992126,2.5
12,11.6,583.0,1.7,3.0,4.1,4.7,0.189,1.5
13,55.0,1477.0,1.5,14.0,7.2,7.5,0.303149606299213,12.0
14,13.3,531.0,1.6,-2.0,8.3,1.5,0.275590551181102,2.0
15,10.3,432.0,2.0,-4.0,8.5,0.4,0.200787401574803,1.7
16,49.1,1532.0,2.8,16.0,8.3,7.6,0.393700787401575,20.1
17,57.0,2225.0,3.4,21.0,7.0,13.0,0.283464566929134,29.0
18,5.5,283.0,3.0,-1.0,1.0,0.2,0.275590551181102,4.0
19,1.5,980.0,0.8,2.0,14.0,3.5,0.307086614173228,0.0
20,4.5,422.0,1.4,0.0,7.5,2.5,0.334645669291339,0.8
21,57.0,2049.0,4.5,18.0,7.0,13.0,0.118110236220472,30.0
22,5.5,809.0,0.8,3.0,11.7,3.6,0.4,1.5
23,69.7,2087.0,1.9,22.0,5.6,15.1,0.127165354330709,34.2
24,70.0,1720.0,3.8,10.0,12.0,3.5,0.66,4.4
25,16.7,479.0,0.3,4.0,2.9,2.1,0.0433070866141732,13.5
26,1.3,410.0,0.5,3.0,21.5,0.2,0.669291338582677,1.2
27,18.3,1073.0,0.7,14.0,9.6,8.6,0.338582677165354,1.3
28,2.1,773.0,0.8,11.0,10.0,7.8,0.307086614173228,2.0
29,68.0,1839.0,5.0,15.0,9.5,7.5,0.444881889763779,22.0
30,28.3,1244.0,2.7,14.0,3.5,12.4,0.04,19.8
31,68.0,1850.0,3.1,10.0,6.8,2.1,0.153543307086614,28.0
32,7.6,1966.0,0.27,19.0,1.5,3.9,1.0,5.3
33,10.5,677.0,1.0,10.0,6.1,6.7,0.31496062992126,1.0
34,17.0,882.0,1.2,11.0,10.9,6.8,0.433070866141732,0.8
35,73.0,1900.0,5.0,10.0,8.0,4.0,0.354,20.0
36,9.7,412.0,1.5,0.0,5.1,1.5,0.303149606299213,3.8
37,72.0,1657.0,5.5,-2.0,12.0,0.5,0.45,3.0
38,3.0,102.0,0.2,0.0,0.5,0.1,0.0511811023622047,3.0
39,22.0,955.0,2.3,2.0,13.3,2.7,0.55511811023622,3.7
40,62.0,2130.0,2.5,22.0,7.5,14.0,0.208661417322835,34.0
41,6.5,318.0,1.3,1.0,4.0,1.9,0.295275590551181,1.9
42,13.0,652.0,1.1,1.0,9.5,4.2,0.259842519685039,3.0
43,51.0,2298.0,5.1,12.0,5.6,3.2,0.720472440944882,1.5
44,50.0,2290.0,4.8,13.0,6.4,3.2,0.835,2.0
45,80.3,1687.0,3.1,1.0,11.4,1.3,0.042,20.0
46,74.0,1619.0,4.0,6.0,10.0,0.6,0.590551181102362,7.2
47,0.8,1322.0,0.5,22.0,16.0,10.0,1.02,0.5
48,5.4,940.0,1.1,14.0,11.7,7.1,0.62992125984252,3.4
49,50.0,2270.0,5.2,12.0,5.2,3.6,0.756,2.0
50,4.9,604.0,0.0,2.0,13.0,4.2,0.228346456692913,0.0
51,14.0,500.0,1.0,0.0,7.5,1.0,0.437,1.5
52,8.7,481.0,4.3,-2.0,6.9,1.8,0.47,0.9
53,3.5,679.0,0.7,4.0,9.8,5.2,0.216535433070866,1.4
54,16.0,718.0,0.7,-1.0,12.0,0.5,0.232283464566929,0.5
55,11.0,440.0,1.5,1.0,5.5,2.0,0.41,1.5
56,60.0,2039.0,5.9,14.0,7.1,6.0,0.220472440944882,29.0
57,1.2,251.0,2.2,-8.0,8.4,0.3,0.169291338582677,1.2
58,11.9,410.0,0.8,3.0,4.1,2.4,0.31496062992126,0.8
59,42.0,1175.0,3.1,1.0,10.0,3.9,0.393700787401575,3.2
60,2.9,383.0,1.6,-2.0,10.0,2.7,0.255905511811024,1.6
61,18.5,840.0,0.8,-2.0,11.4,0.7,0.25,0.8
62,4.5,749.0,1.8,9.0,10.7,3.2,0.594488188976378,1.0
63,37.9,962.0,6.2,-2.0,8.6,0.7,0.511811023622047,5.1
64,5.2,326.0,2.4,1.0,1.1,0.6,0.385826771653543,4.0
65,19.6,1098.0,1.3,12.0,15.4,6.4,0.384251968503937,1.1
66,61.4,1694.0,7.6,10.0,8.0,2.7,0.303149606299213,24.9
67,7.3,304.0,1.6,-1.0,6.1,0.5,0.393700787401575,2.3
68,49.7,1926.0,2.8,20.0,5.9,11.6,0.15748031496063,32.8
69,61.0,2109.0,3.5,21.0,7.0,16.0,0.267716535433071,34.0
70,11.9,498.0,1.5,1.0,6.1,3.3,0.236220472440945,3.9
71,58.0,1922.0,5.8,8.0,11.0,5.7,0.0039370078740157,15.0
72,2.8,339.0,1.1,-1.0,9.2,2.4,0.229527559055118,1.5
73,25.2,1028.0,1.8,11.0,11.6,5.6,0.397637795275591,8.0
74,12.7,414.0,1.6,0.0,5.7,1.5,0.271653543307087,1.4
75,35.5,1894.0,4.4,14.0,7.9,11.7,0.0393700787401575,21.3
76,21.6,1010.0,1.2,12.0,13.3,5.7,0.519685039370079,4.0
77,5.2,177.0,0.2,-1.0,4.0,0.1,0.062992125984252,4.9
78,51.0,2300.0,4.3,9.0,6.1,3.0,0.62992125984252,2.6
79,53.0,2194.0,3.0,14.0,11.5,4.7,0.708661417322835,7.5
80,12.0,490.0,1.3,3.0,4.7,2.5,0.295275590551181,4.0
81,59.0,1898.0,2.0,13.0,6.0,2.0,0.307086614173228,29.0
82,14.1,526.0,1.0,0.0,7.0,1.4,0.285433070866142,1.4
83,3.5,360.0,0.5,1.0,9.4,2.5,0.358267716535433,1.4
84,17.8,585.0,1.6,0.0,7.6,1.3,0.433,1.7
85,4.0,363.0,0.6,1.0,8.6,2.8,0.307086614173228,0.5
86,50.2,1658.0,2.9,16.0,7.7,8.2,0.409448818897638,20.8
87,50.0,1975.0,0.3,19.0,5.1,6.3,0.165354330708661,32.0
88,52.9,1473.0,2.2,11.0,7.6,3.8,0.492125984251968,12.1
89,48.0,1910.0,2.9,14.0,6.6,5.3,0.0512,38.0
90,13.0,565.0,1.4,3.0,6.3,2.9,0.433070866141732,1.6
91,23.0,917.0,2.9,7.0,10.0,3.7,0.590551181102362,2.4
92,9.5,357.0,1.5,-3.0,7.1,0.6,0.259842519685039,2.6
93,2.9,628.0,3.5,1.0,4.4,3.2,0.279527559055118,2.4
94,63.1,1891.0,4.8,11.0,6.9,4.2,0.327,19.8
95,21.0,646.0,1.5,1.0,4.7,0.9,0.433070866141732,1.7
96,21.4,1198.0,2.1,13.0,10.0,2.1,1.0,2.1
97,16.0,1001.0,1.4,11.0,12.0,4.3,0.62992125984252,1.3
98,69.0,1585.0,7.5,0.0,12.0,0.5,0.551181102362205,4.0
99,11.0,544.0,1.6,2.0,6.4,3.7,0.354330708661417,3.0
100,1.6,394.0,0.7,2.0,9.5,3.5,0.314173228346457,0.0
101,57.0,2154.0,3.5,18.0,7.1,12.0,0.118110236220472,27.0
102,2.5,1235.0,0.0,20.0,10.3,10.4,0.65,0.9
103,16.0,847.0,1.2,4.0,9.3,5.5,0.334645669291339,2.4
104,4.1,758.0,2.6,0.0,7.5,3.0,0.354330708661417,1.9
105,41.8,1025.0,6.3,0.0,8.1,1.1,0.47244094488189,6.1
106,50.0,1121.0,3.0,1.0,8.0,0.4,0.492125984251968,5.5
107,1.6,310.0,1.1,-4.0,8.5,0.4,0.196850393700787,1.5
108,60.3,1751.0,1.7,22.0,5.2,11.4,0.236220472440945,35.4
109,33.9,882.0,1.2,7.0,4.6,3.2,0.0393700787401575,26.4
110,50.0,1062.0,2.5,1.0,8.0,0.3,0.492125984251968,3.0
111,14.0,517.0,2.2,-5.0,10.0,0.8,0.244094488188976,1.0
112,3.0,1109.0,1.0,16.0,11.1,8.9,0.62992125984252,2.2
113,4.5,1356.0,1.0,23.0,14.3,10.8,1.08267716535433,2.9
114,6.2,349.0,2.4,3.0,4.3,1.2,0.47244094488189,5.4
115,59.0,1898.0,2.0,13.0,6.0,2.0,0.307086614173228,29.0
116,24.2,891.0,2.7,-1.0,11.3,2.9,0.295275590551181,2.9
117,15.3,761.0,2.2,1.0,7.7,2.9,0.374015748031496,1.9
118,4.5,422.0,1.4,1.0,7.5,2.5,0.3,0.8
119,79.3,1623.0,5.3,9.0,6.9,1.1,0.381889763779527,25.2
120,15.8,517.0,4.2,-3.0,7.0,1.1,0.4,2.4
121,67.7,1490.0,7.8,-6.0,13.2,0.3,0.0393700787401575,4.0
122,5.0,280.0,4.2,-1.0,1.8,0.5,0.393700787401575,5.0
123,54.2,1374.0,2.3,2.0,8.8,2.0,0.433070866141732,8.0
124,18.0,761.0,1.1,0.0,8.2,2.0,0.307086614173228,1.4
125,19.8,515.0,0.5,4.0,2.9,2.1,0.08,13.4
126,68.4,1718.0,6.4,10.0,7.9,4.3,0.141732283464567,25.7
127,56.8,1702.0,4.3,17.0,7.5,9.7,0.2009,27.4
128,70.0,1534.0,2.5,2.0,12.5,0.7,0.62992125984252,3.5
129,10.0,526.0,3.0,-3.0,7.9,1.7,0.354330708661417,3.6
130,41.0,947.0,2.6,-2.0,10.0,0.2,0.346456692913386,6.5
131,17.6,690.0,1.7,1.0,7.7,3.3,0.25,1.9
132,33.0,883.0,6.8,-3.0,12.0,0.3,0.362204724409449,6.0
133,72.0,2042.0,3.1,20.0,7.5,11.0,0.299212598425197,27.0
134,42.0,1048.0,5.4,-3.0,9.7,0.3,0.433070866141732,3.7
135,23.0,961.0,2.2,8.0,14.0,3.9,0.551,3.2
136,75.1,1585.0,7.4,8.0,8.4,0.6,0.417322834645669,24.4
137,2.0,1107.0,1.2,17.0,12.5,9.0,0.708661417322835,2.0
138,33.2,1170.0,2.8,2.0,7.7,2.3,0.444881889763779,2.1
139,53.0,2003.0,4.6,9.0,15.0,3.7,0.590551181102362,2.1
140,16.0,771.0,0.8,0.0,8.4,2.4,0.263779527559055,0.6
141,11.2,423.0,2.8,-2.0,6.3,0.9,0.318897637795276,1.6
142,55.0,1731.0,1.2,22.0,4.9,8.7,0.512,23.0
143,51.0,2296.0,5.0,11.0,5.5,3.2,0.68503937007874,1.3
144,1.7,479.0,0.7,11.0,18.0,1.0,0.94488188976378,0.7
145,3.0,782.0,2.0,3.0,11.9,3.3,0.47244094488189,1.0
146,4.7,1136.0,0.0,20.0,11.2,9.1,0.771653543307087,2.0
147,25.7,837.0,3.4,7.0,8.7,3.0,0.653543307086614,3.4
148,68.0,2060.0,2.0,22.0,6.5,15.0,0.3,26.0
149,1.0,546.0,0.5,2.0,15.0,3.6,0.354330708661417,0.6
150,11.0,491.0,1.3,1.0,7.7,2.8,0.28740157480315,2.9
151,26.0,984.0,2.0,9.0,12.0,4.4,0.47244094488189,2.4
152,47.0,1907.0,4.2,16.0,7.1,6.3,0.188976377952756,39.0
153,45.4,1877.0,1.7,22.0,5.8,15.0,0.307086614173228,29.9
154,11.2,689.0,2.3,3.0,6.9,6.0,0.275590551181102,0.6
155,0.1,862.0,0.0,1.0,17.8,2.9,0.259842519685039,0.2
156,82.7,1661.0,3.4,-1.0,10.4,0.2,0.002,20.5
157,61.8,2088.0,6.1,13.0,6.4,6.3,0.221,21.7
158,15.0,720.0,1.6,3.0,7.9,4.2,0.28740157480315,1.2
159,16.0,921.0,2.3,1.0,11.0,2.3,0.511811023622047,2.1
160,70.2,1615.0,6.0,7.0,14.0,0.4,0.68503937007874,6.3
161,50.4,1540.0,2.1,10.0,8.0,3.4,0.295275590551181,12.6
162,49.8,1508.0,1.9,16.0,8.4,8.7,0.433070866141732,13.5
163,13.4,492.0,1.1,1.0,5.0,2.3,0.236220472440945,1.4
164,64.1,2076.0,4.1,20.0,6.5,13.1,0.23,33.6
165,13.0,398.0,1.0,2.0,4.7,1.5,0.283464566929134,0.5
166,49.0,1407.0,2.1,12.0,8.4,3.9,0.295275590551181,18.5
167,6.6,388.0,2.1,2.0,5.2,1.6,0.393700787401575,5.8
168,12.1,794.0,2.5,-2.0,12.1,1.0,0.393700787401575,2.3
169,62.9,2112.0,2.3,22.0,7.6,15.6,0.224409448818898,34.6
170,29.5,1070.0,3.5,10.0,10.0,4.5,0.7,3.0
171,38.0,1088.0,2.5,8.0,8.4,2.9,0.551181102362205,2.0
172,40.0,1155.0,2.4,2.0,9.4,2.1,0.433070866141732,6.7
173,55.0,1918.0,0.6,14.0,5.3,2.0,0.28,24.0
174,16.0,739.0,0.7,-1.0,13.0,0.5,0.216535433070866,0.5
175,60.0,2076.0,4.5,19.0,6.9,13.0,0.161417322834646,32.2
176,8.9,477.0,0.0,1.0,7.3,1.85,0.31496062992126,0.6
177,5.0,242.0,0.92,3.0,1.6,1.6,0.315,1.2
178,60.0,2197.0,2.8,21.0,7.0,12.0,0.248031496062992,29.0
179,62.5,2042.0,5.1,14.0,8.9,8.8,0.0984251968503937,22.1
180,16.0,658.0,1.4,1.0,7.0,2.3,0.295275590551181,1.1
181,26.3,644.0,0.9,2.0,4.2,1.8,0.31496062992126,0.6
182,12.0,576.0,2.0,-3.0,7.2,1.0,0.2,1.7
183,1.8,410.0,0.0,0.0,9.9,4.0,0.165354330708661,1.3
184,22.1,570.0,1.3,1.0,6.0,0.4,0.4,3.9
185,10.4,459.0,1.8,-3.0,8.8,0.5,0.330708661417323,0.7
186,11.7,356.0,2.0,-1.0,3.7,0.3,0.031496062992126,11.0
187,24.3,927.0,3.2,1.0,10.1,2.0,0.633858267716535,3.0
188,75.0,1887.0,1.8,16.0,7.5,6.6,0.22,26.5
189,15.6,649.0,3.4,-4.0,8.1,0.8,0.393700787401575,1.7
190,9.0,667.0,1.5,4.0,7.3,5.3,0.393700787401575,1.0
191,68.0,1863.0,4.2,12.0,6.5,4.2,0.34251968503937,27.0
192,49.0,1217.0,2.0,1.0,9.0,0.9,0.425196850393701,5.8
193,22.0,525.0,0.0,3.0,4.1,1.2,0.0669291338582677,15.0
194,67.5,2051.0,2.7,22.0,6.1,12.2,0.26,33.0
195,74.0,1705.0,3.4,-1.0,12.0,2.6,0.0393700787401575,5.3
196,2.3,1179.0,0.0,20.0,14.4,7.3,1.05511811023622,2.3
197,62.0,2177.0,2.0,22.0,8.5,15.0,0.216535433070866,31.0
198,70.0,1978.0,3.1,14.0,7.9,7.0,0.21259842519685,25.0
199,17.0,1106.0,1.5,2.0,12.5,2.0,0.492125984251969,2.0
200,19.5,691.0,1.9,4.0,7.2,3.4,0.47244094488189,1.0
201,24.0,714.0,2.0,2.0,4.0,0.7,0.354330708661417,5.0
202,20.0,1071.0,0.0,4.0,12.0,2.5,0.393700787401575,0.7
203,62.9,2112.0,2.475,25.0,7.6,15.6,0.224409448818898,34.6
204,70.0,1599.0,0.9,12.0,7.5,2.7,0.708661417322835,1.7
205,11.9,316.0,0.5,0.0,3.9,0.92,0.0433070866141732,10.8
206,70.2,1516.0,3.0,-4.0,12.8,0.4,0.0295275590551181,7.0
207,8.1,178.0,0.5,2.0,0.6,0.1,0.267716535433071,3.4
208,21.4,637.0,2.4,1.0,5.2,2.9,0.0748031496062992,20.1
209,68.0,2054.0,1.85,23.0,6.5,14.0,0.228346456692913,25.0
210,0.5,933.0,0.35,18.0,17.7,9.2,0.708661417322835,0.4
211,49.0,1212.0,3.0,0.0,10.0,0.4,0.531496062992126,7.0
212,9.5,572.0,3.0,-3.0,8.9,2.3,0.31,1.5
213,52.7,1363.0,3.3,11.0,8.5,5.1,0.413385826771654,12.5
214,63.0,1952.0,2.0,22.0,5.2,13.0,0.267716535433071,32.0
215,22.0,773.0,0.885,3.0,4.0,1.0,0.275590551181102,2.0
216,46.2,1800.0,2.2,19.0,6.8,15.9,0.381889763779528,16.3
217,4.6,741.0,7.3,-5.0,15.0,0.9,0.350393700787402,4.1
218,5.1,388.0,2.7,-4.0,3.8,1.0,0.244094488188976,3.1
219,7.8,414.0,1.9,-2.0,7.8,0.8,0.326771653543307,2.3
220,72.0,1700.0,4.3,8.0,12.0,2.8,0.582677165354331,3.5
221,16.0,778.0,0.6,-1.0,13.0,0.6,0.200787401574803,0.5
222,55.0,1837.0,1.535,18.0,4.5,2.2,0.433070866141732,32.0
223,11.8,342.3,1.7,0.0,3.4,0.9,0.28,3.1
224,16.0,547.0,1.0,0.0,7.0,1.1,0.275590551181102,0.8
225,70.0,1843.0,1.8,19.0,4.9,7.6,0.196850393700787,32.0
226,3.1,1230.0,1.125,19.0,12.4,10.5,0.62992125984252,2.0
227,21.8,532.0,1.0,4.0,2.9,1.8,0.0590551181102362,20.5
228,62.0,416.0,7.0,6.0,12.5,6.5,0.350393700787402,8.0
229,63.0,1870.0,0.9,23.0,5.2,13.0,0.389763779527559,27.0
230,22.6,885.0,1.9500000000000002,4.0,9.2,2.4,0.52755905511811,2.9
231,6.4,327.0,1.61,4.0,4.5,0.9,0.511811023622047,5.5
232,2.0,932.0,1.45,19.0,13.0,7.2,1.10236220472441,2.0
233,0.8,494.0,1.125,5.0,11.7,1.1,0.803149606299213,0.6
234,4.9,313.0,1.025,2.0,0.8,0.4,0.224409448818898,4.5
235,16.0,329.0,2.1,-5.0,0.6,0.3,0.0039370078740157,13.0
236,65.9,1828.0,3.4,15.0,11.4,8.1,0.389763779527559,13.2
237,8.0,238.0,2.0,-4.0,1.5,0.2,0.236220472440945,6.0
238,24.2,906.0,2.4,2.0,9.9,4.2,0.409448818897638,2.1
239,59.0,2141.0,3.5,24.0,6.5,12.0,0.488188976377953,33.0
240,68.0,1887.0,5.0,15.0,8.0,6.5,0.452755905511811,21.0
241,6.4,552.0,3.6,-2.0,9.0,1.2,0.551,0.9
242,68.0,1955.0,4.2,14.0,6.5,5.8,0.224409448818898,32.0
243,13.7,629.0,1.4,1.0,8.3,2.8,0.393700787401575,1.6
244,71.0,1587.0,4.5,10.0,5.0,3.0,0.149606299212598,40.0
245,51.5,1803.0,1.0,14.0,5.3,2.3,0.2,28.8
246,49.0,1407.0,2.1,12.0,8.4,3.9,0.295275590551181,18.5
247,6.5,342.0,1.4,-4.0,7.7,0.9,0.0748031496062992,2.6
248,57.0,2105.0,5.2,20.0,7.8,13.0,0.248031496062992,34.0
249,13.5,403.0,0.3,3.0,3.2,1.8,0.0590551181102362,13.2
250,28.0,1155.0,2.6,10.0,13.0,6.4,0.433070866141732,2.3
251,14.0,615.0,1.5,-1.0,8.0,0.7,0.275590551181102,6.2
252,11.7,487.0,0.6499999999999999,1.0,7.79,1.31,0.272,0.207
253,1.4,401.0,0.475,2.0,21.0,0.2,0.62992125984252,0.7
254,1.3,436.0,1.125,0.0,10.9,3.1,0.177165354330709,1.0
255,22.0,1125.0,1.5,0.0,15.0,1.3,0.275590551181102,1.2
256,19.0,697.0,2.0,2.0,7.8,2.9,0.433070866141732,2.2
257,59.0,2259.0,1.8,22.0,5.4,15.0,0.362204724409449,20.0
258,3.5,1169.0,0.7,20.0,12.5,9.4,0.728346456692913,0.3
259,11.6,542.0,0.5,0.0,10.9,2.0,0.295275590551181,3.3
260,27.0,983.0,3.3,-1.0,9.9,1.1,0.5118,3.9
261,15.1,636.0,1.15,1.0,8.3,1.4,0.362204724409449,3.3
262,41.0,993.0,4.9,-3.0,8.6,0.3,0.393700787401575,7.3
263,66.0,2083.0,2.0,24.0,5.5,15.0,0.28740157480315,32.0
264,13.2,641.0,2.05,-1.0,8.64,0.455,0.434,4.55
265,4.4,644.0,1.6,-2.0,8.4,1.0,0.416,2.0
266,65.0,1908.0,5.5,15.0,8.0,8.0,0.28740157480315,26.0
267,4.64,457.0,1.0,2.0,7.14,4.29,0.267,2.39
268,9.0,550.0,2.0,-2.0,9.5,0.5,0.391,3.0
269,40.0,869.0,6.4,-2.0,7.1,0.2,0.5,2.3
270,63.0,1762.0,8.0,12.0,7.5,7.3,0.031496062992126,26.0
271,56.0,2181.0,3.5,22.0,7.5,13.0,0.433070866141732,31.0
272,45.0,1477.0,3.0,14.0,10.0,8.0,0.669291338582677,4.5
273,66.0,2013.0,4.0,18.0,7.0,9.0,0.295275590551181,30.0
274,17.0,635.0,0.7,3.0,6.5,2.2,0.389763779527559,2.5
275,7.0,1002.0,1.0,14.0,9.0,14.0,0.709,7.0
276,15.0,979.0,1.125,11.0,13.0,3.1,0.551181102362205,1.5
277,27.0,644.0,0.9349999999999999,2.0,3.5,1.0,0.0275590551181102,17.0
278,0.7,550.0,0.35,4.0,21.0,1.8,0.708661417322835,0.7
279,10.6,452.0,1.3,4.0,6.4,2.4,0.492125984251969,0.8
280,1.6,597.0,0.675,14.0,14.2,3.8,1.04724409448819,1.6
281,72.6,2032.0,1.3,25.0,4.9,8.8,0.362204724409449,38.1
282,10.9,579.0,1.0,1.0,6.6,3.4,0.196850393700787,0.5
283,60.0,2050.0,4.4,10.0,9.3,2.2,0.62992125984252,6.2
284,3.4,140.0,0.1,2.0,2.6,0.2,0.31496062992126,0.8
285,55.0,1604.0,3.9,11.0,4.0,1.3,0.283,37.0
286,62.0,2094.0,3.1,23.0,5.3,13.0,0.393700787401575,36.0
287,13.0,382.0,0.61,3.0,2.4,1.6,0.0393700787401575,10.0
288,20.0,612.0,3.9,-6.0,8.3,0.5,0.334645669291339,2.3
289,13.6,489.0,1.59,1.0,6.59,2.03,0.437,1.09
290,48.0,1818.0,2.4,16.0,5.4,3.8,0.47244094488189,30.0
291,0.9,500.0,0.625,4.0,22.0,1.1,0.708661417322835,0.9
292,6.0,1006.0,0.0,19.0,14.0,13.0,0.944881889763779,6.0
293,3.0,1046.0,1.8,1.0,17.6,2.6,0.32,1.0
294,54.0,1798.0,1.8,14.0,4.8,2.7,0.389763779527559,27.0
295,61.0,2145.0,3.4,21.0,7.0,16.0,0.228,34.0
296,18.6,753.0,0.0,6.0,6.5,4.7,0.393700787401575,2.0
297,15.0,499.0,1.8,3.0,3.33,3.1,0.328,2.8
298,82.0,1620.0,3.0,7.0,9.33,0.333,0.433,17.0
299,67.0,2019.0,2.3,21.0,5.0,15.0,0.137795275590551,33.0
300,3.2,1271.0,0.5249999999999999,18.0,15.4,9.8,0.625984251968504,1.2
301,6.2,236.0,1.5,-1.0,2.6,0.5,0.25,1.1
302,1.7,367.0,1.9,2.0,4.0,2.5,0.381889763779527,0.5
303,13.6,402.0,0.3,3.0,3.2,1.7,0.0551181102362205,13.2
304,19.0,633.0,1.3,2.0,6.0,1.1,0.31496062992126,2.8
305,4.5,329.0,1.15,-1.0,8.0,0.8,0.354330708661417,1.2
306,73.0,1554.0,2.3,10.0,6.3,2.1,0.228346456692913,26.0
307,2.1,450.0,1.125,2.0,10.4,4.0,0.307086614173228,0.6
308,67.7,1370.0,4.2,1.0,6.2,1.1,0.0393700787401575,18.6
309,3.2,390.0,1.55,0.0,9.7,3.0,0.267716535433071,1.4
310,60.0,2347.0,1.6,22.0,4.8,15.0,0.31496062992126,20.0
311,19.0,586.0,1.0,-2.0,8.5,1.2,0.2,0.8
312,18.3,753.0,1.87,2.0,9.27,3.93,0.446,2.0
313,12.0,467.0,1.6,-1.0,6.0,0.5,0.307086614173228,1.8
314,10.0,447.0,1.0,0.0,4.6,0.6,0.255905511811024,0.3
315,81.0,1590.0,3.5,8.0,8.4,0.2,0.78740157480315,3.8
316,8.8,366.0,2.1,-1.0,7.6,1.1,0.33,1.7
317,70.0,1982.0,4.0,18.0,6.4,8.7,0.279527559055118,35.0
318,61.5,1970.0,6.0,18.0,8.0,9.5,0.299212598425197,29.0
319,17.0,696.0,1.55,3.0,7.1,2.4,0.275590551181102,2.4
320,16.0,489.0,1.9,-3.0,6.67,0.6,0.197,0.2
321,27.0,1031.0,2.6,12.0,10.0,5.7,0.669291338582677,2.7
322,1.9,331.0,1.8,1.0,4.1,2.3,0.393700787401575,0.4
323,64.0,1990.0,5.0,16.0,8.0,9.0,0.307,26.0
324,42.8,1075.0,5.3,0.0,9.9,0.9,0.551181102362205,4.6
325,23.0,1135.0,1.0,12.0,15.0,5.8,0.511811023622047,4.0
326,1.6,947.0,0.9,3.0,12.0,2.8,0.511811023622047,1.3
327,8.7,504.0,1.225,4.0,7.8,2.1,0.47244094488189,0.5
328,42.0,1057.0,6.5,-2.0,8.4,0.5,0.433070866141732,6.0
329,72.0,1832.0,1.3,20.0,4.7,6.8,0.208661417322835,38.0
330,22.0,968.0,0.7,15.0,2.4,9.3,0.05,20.2
331,15.0,949.0,1.625,11.0,12.0,1.3,0.78740157480315,3.0
332,7.0,430.0,3.5,-4.0,11.0,0.3,0.535,3.5
333,62.0,2087.0,2.0,26.0,6.6,12.0,0.661417322834646,27.0
334,12.0,576.0,2.0,-3.0,7.2,1.0,0.197,1.7
335,61.8,1807.0,5.7,12.0,9.6,5.1,0.0905511811023622,28.2
336,76.0,1930.0,0.9,12.0,5.1,1.5,0.0393700787401575,35.0
337,63.5,1928.0,4.5,10.0,7.5,3.0,0.31496062992126,24.5
338,8.7,276.0,1.1,0.0,3.3,1.0,0.31496062992126,2.3
339,3.9,415.0,1.0,0.0,10.0,0.3,0.5,3.0
340,12.2,359.0,0.2,-1.0,7.7,0.1,0.0433070866141732,11.7
341,51.0,2190.0,2.575,19.0,13.2,5.9,0.708661417322835,5.6
342,63.0,1978.0,5.4,17.0,7.3,8.6,0.318897637795276,30.0
343,16.3,634.0,0.825,3.0,6.4,2.5,0.307086614173228,0.3
344,61.0,1976.0,6.1,12.0,9.7,7.1,0.141732283464567,19.0
345,13.7,556.0,0.8,-1.0,5.3,1.7,0.295275590551181,0.4
346,16.6,121.0,2.1,-7.0,3.4,1.1,0.118110236220472,0.9
347,14.0,947.0,1.8749999999999998,4.0,15.0,2.4,0.452755905511811,0.8
348,2.7,1351.0,1.125,21.0,12.0,11.0,0.708661417322835,1.7
349,64.0,1992.0,4.5,18.0,7.5,9.5,0.299212598425197,29.5
350,18.0,898.0,1.775,2.0,12.0,2.0,0.433070866141732,1.6
351,76.2,1840.0,3.12,17.0,6.25,6.25,0.418,30.0
352,26.1,883.0,0.5,12.0,3.4,7.0,0.0590551181102362,20.4
353,51.0,1791.0,1.1575,15.0,5.8,3.3,0.18503937007874,27.0
354,5.0,170.0,1.1,2.0,0.8,1.3,0.248031496062992,2.1
355,17.0,947.0,2.075,3.0,12.0,2.0,0.484251968503937,1.0
356,4.3,434.0,1.4,-1.0,10.0,0.4,0.4,3.6
357,12.7,502.0,1.085,5.0,4.3,2.3,0.393700787401575,2.8
358,68.0,1706.0,6.7,7.0,12.0,0.9,0.62992125984252,5.6
359,13.0,788.0,1.3,10.0,6.6,6.6,0.299212598425197,1.3
360,55.0,1841.0,1.1,23.0,2.7,16.0,0.18503937007874,34.0
361,7.0,1002.0,1.0,14.0,9.0,14.0,0.71,7.0
362,52.0,1185.0,2.9,1.0,7.4,0.5,0.472,5.7
363,65.0,1852.0,7.0,13.0,8.0,6.5,0.334645669291339,19.0
364,59.0,2043.0,4.5,11.0,9.0,2.3,0.669291338582677,6.5
365,8.8,572.0,1.025,2.0,6.7,2.1,0.338582677165354,0.6
