,carbohydrates_100g,energy_100g,fiber_100g,nutrition-score-fr_100g,proteins_100g,saturated-fat_100g,sodium_100g,sugars_100g
12771,50.0,2257.0,5.0,9.0,6.4,3.1,0.51,2.0
12772,62.7,2020.0,3.4,21.0,6.9,10.3,0.6,16.8
12773,60.5,637.0,0.6749999999999999,1.0,0.4,0.1,0.0118110236220472,0.0
12774,1.3,2806.0,0.375,19.0,1.0,5.9,0.551181102362205,1.3
12775,10.5,328.0,2.685,2.0,2.3,0.3,0.322834645669291,3.6
12776,38.1,680.0,0.975,9.0,0.5,0.5,0.0275590551181102,38.1
12777,5.12,213.0,0.92,11.0,3.44,1.0,0.047244094488189,5.12
12778,12.9,407.0,0.535,3.0,3.5,2.3,0.0511811023622047,12.5
12779,32.0,695.0,0.71,2.75,3.56,3.175,0.52755905511811,0.33
12780,4.9,891.0,0.85,16.0,14.2,7.8,0.641732283464567,0.5
12781,38.5,686.0,0.0,8.0,0.5,0.5,0.0236220472440945,38.5
12782,7.2,339.0,0.8,3.0,2.8,2.6,0.188976377952756,1.3
12783,5.2,96.0,0.35,8.0,0.0,0.0,0.0,5.1
12784,39.9,712.0,0.35,9.0,0.5,0.5,0.0078740157480315,39.9
12785,8.5,306.0,1.6,3.0,3.4,1.5,0.47244094488189,6.1
12786,65.0,2097.0,1.0499999999999998,25.0,6.9,15.0,0.181,36.0
12787,0.7,582.0,0.35,3.0,22.0,1.9,0.551181102362205,0.7
12788,70.0,1978.0,3.1,14.0,7.9,7.0,0.21259842519685,25.0
12789,8.5,306.0,1.6,3.0,3.4,1.5,0.47244094488189,6.1
12790,1.1,485.0,0.475,12.0,20.9,1.1,0.909448818897638,1.0
12791,28.0,837.0,0.81,12.0,2.9,5.7,0.0433070866141732,26.0
12792,7.9,1626.0,2.435,18.0,4.2,5.0,0.984251968503937,1.8
12793,11.0,368.0,6.1,-10.0,5.8,0.2,0.208661417322835,3.7
12794,73.0,1486.0,1.0,-2.0,13.0,0.3,0.0019685039370078,2.5
12795,8.1,235.0,0.9,-1.0,1.8,0.3,0.110236220472441,2.4
12796,0.5,1561.0,0.0,21.0,12.1,13.3,0.66,0.5
12797,4.8,195.0,0.0,0.0,3.2,1.0,0.0511811023622047,4.8
12798,10.3,731.0,1.125,15.0,10.0,3.8,0.944881889763779,0.0
12799,10.6,191.0,0.0,14.0,0.2,0.0,0.0,10.3
12800,8.0,134.0,0.0,12.0,0.0,0.0,0.1,8.0
12801,0.8,594.0,0.0,-1.0,12.6,2.6,0.13,0.8
12802,0.6,433.0,0.5,4.0,20.0,0.4,0.740157480314961,0.9
12803,8.0,134.0,0.375,11.0,0.0,0.0,0.0039370078740157,8.0
12804,52.0,1520.0,2.0,14.0,9.1,6.9,0.39,10.9
12805,3.9,312.0,0.0,-3.0,7.5,2.0,0.0393700787401575,3.9
12806,8.4,301.0,4.1,-4.0,4.3,0.6,0.311023622047244,0.6
12807,21.6,530.0,0.0,2.0,3.5,1.7,0.078740157480315,12.4
12808,2.7,63.0,1.3,-1.0,0.6,0.2,0.02,2.0
12809,2.5,1177.0,0.675,5.0,7.2,3.0,0.433070866141732,1.7
12810,68.6,1961.0,3.9,19.0,6.7,10.0,0.21,36.3
12811,0.5,989.0,0.5,3.0,19.2,6.2,0.04,0.5
12812,54.0,1490.0,1.575,-1.0,20.0,0.6,0.511811023622047,4.5
12813,39.5,1239.0,1.625,3.0,10.1,1.0,0.484251968503937,2.9
12814,28.2,673.0,0.61,17.0,0.6,0.0,0.905511811023622,24.6
12815,10.0,229.0,0.5,2.0,1.2,0.0,0.248031496062992,6.4
12816,10.0,179.0,0.1,3.0,0.5,0.0,0.0118110236220472,9.7
12817,2.5,1069.0,1.15,16.0,13.0,5.5,0.78740157480315,0.5
12818,12.8,386.0,0.3,3.0,3.2,1.7,0.06,12.5
12819,85.0,1384.0,1.5,10.0,2.7,0.0,0.11,32.0
12820,8.5,210.0,2.8,-5.0,2.1,0.08,0.350393700787402,7.4
12821,12.0,217.0,0.5,14.0,0.5,0.0,0.0,12.0
12822,9.1,406.0,1.235,3.0,3.7,1.48,0.275590551181102,1.7
12823,27.9,1014.0,1.125,13.0,11.5,5.4,0.539370078740158,3.1
12824,0.0,482.0,0.0,-4.0,20.1,0.8,0.05,0.0
12825,8.8,214.0,2.6,-4.0,2.1,0.0,0.433070866141732,7.5
12826,76.8,1565.0,2.7,8.0,12.7,0.7,0.45,17.1
12827,7.5,134.0,0.35,8.0,0.0,0.0,0.00394,6.5
12828,20.5,835.0,0.45999999999999996,11.0,4.2,6.5,0.078740157480315,17.8
12829,29.0,1300.0,1.185,18.0,3.5,14.0,0.0512,27.0
12830,70.4,1403.0,3.9,-6.0,9.7,0.2,0.0019685039370078,0.7
12831,2.4,99.0,2.5,-5.0,1.4,0.1,0.299212598425197,1.8
12832,8.0,786.0,0.86,12.0,2.3,1.9,0.78740157480315,6.3
12833,53.0,2161.0,4.6,9.0,6.5,2.4,0.551181102362205,3.5
12834,12.9,224.0,0.5,7.0,0.5,0.1,0.0039370078740157,12.7
12835,65.7,2059.0,2.6,21.0,5.8,11.6,0.21259842519685,28.8
12836,18.0,1160.0,3.8,6.0,1.2,2.6,0.590551181102362,2.8
12837,0.08,7.2,0.35,2.0,0.2,0.0,0.0016,0.08
12838,72.7,2033.0,1.3,25.0,4.9,8.8,0.362204724409449,38.1
12839,14.0,581.0,1.5,2.0,4.0,3.6,0.228346456692913,1.9
12840,9.9,183.0,0.45,12.0,0.4,0.0,0.0,9.5
12841,7.5,201.0,4.0,-9.0,2.2,0.0,0.196850393700787,3.2
12842,20.0,435.0,0.9749999999999999,5.0,1.0,0.0,0.0,19.0
12843,58.5,2202.0,3.7,19.0,6.4,11.7,0.393700787401575,19.6
12844,2.0,79.0,1.5,-7.0,1.5,0.0,0.0511811023622047,0.1
12845,56.0,1865.0,0.7749999999999999,21.0,7.0,5.9,0.334645669291339,37.0
12846,4.8,190.0,0.0,0.0,3.2,1.0,0.0511811023622047,4.8
12847,15.1,427.0,0.36,5.0,3.0,2.3,0.0393700787401575,14.9
12848,12.0,359.0,0.8749999999999999,2.0,4.6,1.8,0.0433070866141732,11.8
12849,1.5,508.0,0.475,11.0,17.5,2.0,0.826771653543307,1.3
12850,24.0,990.0,1.12,11.0,12.0,5.44,0.472,2.32
12851,2.3,139.0,1.3,-5.0,2.5,0.7,0.188976377952756,1.7
12852,39.2,1074.0,1.625,11.0,10.1,1.8,0.669,1.4
12853,0.5,1042.0,0.5,11.0,17.0,9.0,0.07,0.1
12854,1.2,469.0,0.0,4.0,20.0,1.1,0.708661417322835,1.2
12855,11.0,198.0,0.475,4.0,0.5,0.1,0.0118110236220472,10.0
12856,1.8,160.0,2.6,-10.0,4.4,0.2,0.0,1.5
12857,41.1,961.0,2.5,1.0,7.0,0.7,0.570866141732283,3.8
12858,3.4,279.0,4.4,-4.0,4.6,1.0,0.3,1.0
12859,3.5,351.0,0.0,3.0,4.0,4.5,0.0393700787401575,0.96
12860,45.1,1969.0,1.3,14.0,6.1,2.2,0.2,29.7
12861,12.2,371.0,0.5,2.0,3.3,1.9,0.0492125984251968,12.2
12862,3.0,75.0,0.0,2.0,1.0,0.0,0.255905511811024,1.5
12863,11.4,211.0,0.475,6.0,0.3,0.01,0.0039370078740157,11.4
12864,29.3,1389.0,2.5,13.0,9.2,9.1,0.346456692913386,1.3
12865,7.3,264.0,1.6500000000000001,1.0,1.7,1.4,0.032,5.5
12866,9.2,159.0,0.0,12.0,0.0,0.0,0.0,9.0
12867,0.8,594.0,0.0,-1.0,12.6,2.6,0.13,0.8
12868,11.0,410.0,1.5,0.0,5.5,1.7,0.3,2.0
12869,23.0,1172.0,0.0,18.0,4.0,11.0,0.0826771653543307,26.0
12870,0.3,152.0,4.2,-3.0,2.1,0.2,0.271653543307087,0.3
12871,0.5,1183.0,0.0,15.0,21.2,15.0,0.68,0.5
12872,22.0,377.0,1.05,1.0,0.0,0.0,0.0,0.22
12873,16.6,684.0,0.7749999999999999,4.0,6.7,1.9,0.496062992125984,0.9
12874,60.0,1824.0,1.0,23.0,6.9,11.0,0.137795275590551,38.0
12875,31.0,1360.0,1.195,20.0,3.5,13.0,0.047244094488189,28.0
12876,53.0,2245.0,4.6,11.0,6.5,2.7,0.78740157480315,1.8
12877,13.2,253.0,1.2,7.0,0.5,0.0,0.0,13.1
12878,13.0,472.0,0.525,4.0,6.5,0.4,0.708661417322835,2.5
12879,0.3,606.0,0.0,-1.0,12.5,2.6,0.13,0.8
12880,0.8,594.0,0.0,-4.0,12.6,0.0,0.0,0.22
12881,5.3,107.0,0.8,1.0,0.6,0.0,0.236220472440945,0.8
12882,69.0,1247.0,0.36,18.0,3.7,0.2,0.708661417322835,38.0
12883,9.1,368.0,3.8,-9.0,1.5,0.4,0.01,3.6
12884,68.2,1467.0,6.5,-6.0,13.6,0.4,0.003,3.6
12885,4.8,334.0,2.0,-1.0,4.3,0.6,0.35,2.4
12886,7.7,134.0,0.375,9.0,0.4,0.0,0.0039370078740157,5.1
12887,61.5,640.0,0.0,1.0,0.4,0.3,0.00394,0.1
12888,0.5,274.0,0.5,4.0,14.4,0.2,0.858267716535433,0.0
12889,0.6,119.0,2.2,-5.0,4.2,0.0,0.0118110236220472,0.6
12890,68.8,1495.0,6.4,-5.0,12.0,0.6,0.007,5.8
12891,4.9,171.0,1.35,4.0,0.6,1.3,0.28740157480315,0.3
12892,76.0,1489.0,0.6,-1.0,9.0,0.2,0.02,0.0
12893,20.4,848.0,1.3849999999999998,4.0,3.6,0.1,0.0,18.3
12894,1.43,30.0,0.3525,4.0,0.3,0.0,0.405511811023622,1.42
12895,16.3,525.0,1.2,0.0,2.2,2.6,0.5,1.5
12896,1.1,1017.0,1.125,15.0,13.0,5.7,0.708661417322835,1.1
12897,14.6,386.0,0.0,3.0,4.2,1.2,0.0393700787401575,14.3
12898,32.1,935.0,1.6,3.0,11.9,2.5,0.393700787401575,2.4
12899,7.3,264.0,1.6500000000000001,1.0,1.7,1.4,0.032,5.5
12900,3.2,1051.0,0.39999999999999997,12.0,7.5,15.6,0.31496062992126,3.2
12901,2.0,59.0,1.2,-6.0,0.9,0.0,0.0118110236220472,2.0
12902,60.5,1686.0,1.7,22.0,5.0,10.7,0.31496062992126,31.5
12903,20.1,1229.0,2.0,5.0,6.0,1.7,0.590551181102362,2.5
12904,55.0,2250.0,2.0,16.0,5.5,2.5,1.02362204724409,3.0
12905,9.8,443.0,1.3,-1.0,7.1,0.7,0.283464566929134,2.4
12906,50.0,1933.0,2.125,25.0,7.2,12.7,0.330708661417323,32.1
12907,0.9,82.0,2.2,-2.0,2.2,0.1,0.228346456692913,0.3
12908,33.0,762.0,1.15,4.0,7.0,0.5,0.551181102362205,2.4
12909,84.0,1590.0,3.0,8.0,7.0,0.5,0.15,36.0
12910,0.6,1011.0,0.675,17.0,22.1,7.39,0.716535433070866,0.6
12911,31.0,748.0,1.475,4.0,7.6,0.9,0.590551181102362,3.4
12912,2.7,93.0,2.5,-5.0,1.6,0.0,0.335,0.6
12913,2.7,101.0,2.5,-5.0,1.6,0.1,0.34,0.6
12914,1.0,610.0,0.0,-1.0,13.0,2.5,0.125,1.0
12915,26.0,1114.0,2.5,2.0,3.5,2.1,0.236220472440945,2.3
12916,0.0,1154.0,0.35,15.0,20.0,15.6,0.649606299212598,0.0
12917,11.6,311.0,0.8099999999999999,0.0,3.6,0.6,0.078740157480315,10.0
12918,9.5,162.0,0.0,13.0,0.0,0.0,0.0118110236220472,9.5
12919,12.8,393.0,0.6,1.0,3.3,1.2,0.04,9.0
12920,12.275,318.0,1.0,0.0,3.6,0.3,0.106299212598425,9.8
12921,48.4,2119.0,6.6,9.0,4.3,3.0,0.35,13.6
12922,10.3,1697.0,0.975,14.0,0.5,3.1,0.47244094488189,8.0
12923,63.2,1793.0,2.175,22.0,5.9,9.4,0.177165354330709,34.0
12924,4.2,129.0,1.3,2.0,1.2,0.3,0.32,1.7
12925,14.8,757.0,1.725,1.0,12.2,1.1,0.346456692913386,2.1
12926,39.0,693.0,1.1,8.0,0.0,0.0,0.0078740157480315,39.0
12927,0.0,893.0,1.125,11.0,13.8,3.8,0.582677165354331,0.0
12928,4.27,524.0,0.667,12.0,3.2,5.33,0.577,0.667
12929,18.3,443.0,0.3,1.0,3.5,0.4,0.0590551181102362,11.1
12930,74.4,1531.0,4.2,6.0,6.0,6.1,0.125984251968504,1.6
12931,0.0,322.0,0.0,-3.0,17.2,0.2,0.23,0.0
12932,34.4,942.0,0.835,13.0,4.5,5.2,0.0984251968503937,25.0
12933,65.2,1939.0,4.9,11.0,7.8,6.7,0.02,27.0
12934,73.0,1516.0,3.0,-5.0,12.0,0.3,0.0039370078740157,3.0
12935,4.6,336.0,2.0,1.0,4.4,0.6,0.37,1.0
12936,12.3,255.0,0.2,1.0,0.1,0.5,0.0394,5.1
12937,5.3,176.0,1.0,3.0,0.7,1.1,0.31,2.4
12938,3.0,1000.0,1.2774999999999999,9.0,0.5,1.5,0.591,1.0
12939,2.8,550.0,1.5100000000000002,1.0,3.1,1.4,0.0078740157480315,1.2
12940,5.0,276.0,0.0,1.0,3.5,2.2,0.0511811023622047,4.8
12941,53.0,2242.0,3.7,9.0,5.7,2.6,0.551181102362205,0.5
12942,22.5,698.0,3.0,3.0,3.0,0.7,0.6,0.5
12943,4.8,136.0,0.0,0.0,3.2,0.0,0.0511811023622047,4.8
12944,69.0,1471.0,5.5,-6.0,11.0,0.5,0.0,2.5
12945,25.1,1077.0,1.6,13.0,11.3,5.5,0.519685039370079,3.3
12946,7.6,812.0,3.3,-1.0,15.9,3.24,0.295275590551181,2.4
12947,52.7,1126.0,3.9,-3.0,12.0,0.6,0.3,6.5
12948,0.3,606.0,0.0,0.0,12.5,3.1,0.13,0.3
12949,47.6,1926.0,2.4,17.0,6.4,5.3,0.289,32.7
12950,0.7,602.0,0.5,-1.0,12.3,2.7,0.125984251968504,0.7
12951,48.1,1553.0,3.3,15.0,7.0,9.2,0.374015748031496,10.9
12952,4.8,140.0,0.0,0.0,3.2,0.0,0.0511811023622047,4.8
12953,4.8,193.0,0.0,0.0,3.2,1.0,0.0511811023622047,4.8
12954,7.4,471.0,1.36,5.0,2.8,0.8,0.492125984251969,0.9
12955,52.0,2214.0,4.1,11.0,6.2,2.8,0.748031496062992,3.0
12956,1.0,1180.0,0.0,11.0,14.0,16.0,0.295275590551181,1.0
12957,12.9,532.0,2.3,1.0,2.5,1.6,0.299212598425197,1.3
12958,0.5,344.0,0.5,-4.0,18.3,0.2,0.078740157480315,0.5
12959,68.0,1450.0,7.2,-6.0,11.0,0.6,0.0,0.8
12960,4.8,193.0,0.0,0.0,3.2,1.0,0.0511811023622047,4.8
12961,2.7,171.0,0.5,-1.0,3.2,0.3,0.03,2.4
12962,4.6,84.0,0.35,7.0,0.0,0.0,0.0,4.6
12963,2.2,368.0,0.6,1.0,16.2,0.4,0.511811023622047,1.2
12964,9.6,532.0,0.675,3.0,6.9,2.5,0.374015748031496,0.6
12965,4.4,109.0,1.15,-2.0,0.8,0.1,0.326771653543307,1.6
12966,3.5,120.0,0.9,2.0,1.5,0.3,0.3,0.9
12967,24.6,445.0,0.9999999999999999,15.0,0.9,0.0,1.04724409448819,19.9
12968,71.0,1547.0,3.5,-5.0,14.0,0.5,0.0393700787401575,2.5
12969,2.3,444.0,0.0,12.0,16.1,1.2,0.988188976377953,2.3
12970,24.6,468.0,1.3,14.0,1.0,0.1,0.984251968503937,20.6
12971,2.0,390.0,0.675,3.0,15.0,0.5,0.708661417322835,1.0
12972,23.4,1039.0,2.4,8.0,10.7,4.1,0.387795275590551,3.8
12973,0.5,375.0,0.35,3.0,16.0,1.2,0.551181102362205,0.5
12974,60.2,2126.0,3.5,18.0,6.4,12.3,0.141732283464567,26.4
12975,65.5,456.0,2.5,15.0,4.6,6.9,0.385826771653543,35.7
12976,10.7,361.0,0.76,4.5,2.1,1.8,0.433070866141732,0.4
12977,2.2,368.0,0.6,1.0,16.2,0.4,0.511811023622047,1.2
12978,73.1,1506.0,3.5,-5.0,11.2,0.4,0.0039370078740157,2.7
12979,68.0,1458.0,3.0,-5.0,12.0,0.5,0.0118110236220472,3.5
12980,0.0,238.0,0.0,4.0,13.0,0.5,0.823,0.0
12981,24.6,468.0,1.3,14.0,1.0,0.1,0.984251968503937,20.6
12982,17.0,439.0,0.39,4.0,2.6,2.0,0.0905511811023622,13.0
12983,2.1,723.0,0.2,12.0,1.6,15.7,0.0,1.8
12984,23.3,2566.0,5.8,14.0,19.8,8.8,0.31496062992126,6.6
12985,17.7,975.0,1.8,12.0,3.3,9.5,0.0551181102362205,15.2
12986,2.0,915.0,1.3099999999999998,8.0,1.4,2.5,0.444881889763779,1.6
12987,44.0,1516.0,3.2,14.0,6.0,9.4,0.51,2.9
12988,11.5,196.0,0.0,6.0,0.0,0.0,0.118110236220472,11.5
12989,11.1,206.0,1.0,4.0,0.2,0.0,0.0,10.8
12990,0.2,76.0,2.8,-3.0,2.1,0.1,0.177165354330709,0.1
12991,12.3,233.0,1.125,6.0,0.5,0.01,0.0118,11.8
12992,4.5,1058.0,0.675,18.0,16.0,5.1,1.06299212598425,1.0
12993,0.5,474.0,0.25,5.0,20.4,1.2,0.736220472440945,0.5
12994,2.5,1197.0,0.0,15.0,16.0,13.0,0.7,0.5
12995,5.775,247.0,0.0,1.0,1.1,2.3,0.354330708661417,0.5
12996,76.0,1490.0,3.6,-2.25,7.5,0.4,0.0511811023622047,0.9
12997,6.0,177.0,1.1,1.0,0.8,0.7,0.236220472440945,1.7
12998,5.3,126.0,1.2,1.0,0.7,0.2,0.248031496062992,0.8
12999,77.0,1658.0,6.6,7.0,9.6,1.4,0.0944881889763779,29.0
13000,5.3,137.0,2.1,-7.0,1.4,0.0,0.0275590551181102,3.8
13001,7.1,581.0,1.425,2.0,11.6,2.3,0.409448818897638,1.4
13002,28.6,782.0,1.5,0.0,9.9,1.5,0.118110236220472,15.1
13003,0.1,2.0,0.0,2.0,0.0,0.0,0.0039370078740157,0.1
13004,6.3,109.0,0.0,9.0,0.1,0.0,0.0196850393700787,6.2
13005,4.1,88.0,0.5,0.25,0.6,0.1,0.275590551181102,0.5
13006,5.3,444.0,0.5,5.25,0.7,1.8,0.106299212598425,2.3
13007,6.8,537.0,0.685,9.0,3.0,6.7,0.275590551181102,2.4
13008,12.55,326.0,2.9,-6.0,1.0,0.5,0.208661417322835,5.3
13009,1.1,522.0,0.35,12.0,22.0,1.3,0.984251968503937,1.0
13010,3.0,2560.0,0.71,14.0,0.9,5.0,0.31496062992126,2.6
13011,70.4,1482.0,4.2,-6.0,11.3,0.4,0.0039370078740157,3.8
13012,14.8,290.0,1.4,-4.0,0.5,0.2,0.0011811023622047,13.2
13013,86.7,1600.0,1.0,11.0,5.0,0.333,0.328,26.7
13014,9.2,490.0,1.2,2.0,6.8,3.7,0.291338582677165,2.1
13015,45.0,1215.0,1.3,3.0,7.0,0.6,0.511811023622047,1.1
13016,0.5,1130.0,0.0,18.0,16.1,14.4,1.10236220472441,0.5
13017,17.0,335.0,1.5,-4.0,0.5,0.2,0.0039370078740157,16.0
13018,12.8,590.0,1.1,2.0,5.1,3.5,0.256,2.3
13019,7.9,257.0,0.0,16.0,1.8,1.2,0.029,7.9
13020,70.0,1406.0,4.3,-6.0,8.5,0.3,0.00197,1.0
13021,48.0,1841.0,0.985,17.0,6.0,2.5,0.492125984251969,25.0
13022,1.2,453.0,0.35,11.0,19.2,0.9,1.0748031496063,1.2
13023,26.0,805.0,2.0,3.0,3.0,0.9,0.393700787401575,0.5
13024,4.525,724.0,0.0,2.0,10.5,2.7,0.334645669291339,0.5
13025,0.8,1152.0,0.35,17.0,21.0,14.0,0.826771653543307,0.5
13026,14.0,421.0,1.4,2.0,3.5,1.1,0.279527559055118,2.9
13027,1.5,25.0,0.5,2.0,0.5,0.5,0.0039370078740157,1.5
13028,4.8,192.0,0.0,0.0,3.2,1.0,0.0511811023622047,4.8
13029,8.53,233.0,3.47,-5.0,2.72,0.0755,0.241,3.09
13030,56.1,1420.0,0.36,14.0,6.45,4.19,0.343,13.9
13031,0.08,5.0,0.1,1.0,0.03,0.005,0.02,0.0
13032,12.0,309.0,0.0,2.0,2.0,0.0,0.118110236220472,12.0
13033,74.0,1511.0,3.1,-5.0,11.0,0.0,0.0,1.2
13034,0.6,79.0,2.1,0.0,2.2,0.01,0.28,0.01
13035,13.5,268.0,2.3,-6.0,0.5,0.0,0.0019685039370078,11.0
13036,15.0,299.0,1.2,-3.0,0.0,0.0,0.0039370078740157,14.2
13037,0.0,895.0,0.0,3.0,20.0,6.0,0.0944881889763779,0.0
13038,5.0,281.0,0.0,1.0,3.5,2.5,0.0511811023622047,4.8
13039,26.8,952.0,1.9,9.0,8.5,4.9,0.425196850393701,7.9
13040,39.0,722.0,0.8,9.0,0.7,0.1,0.015748031496063,37.0
13041,15.0,806.0,1.0,4.0,11.5,1.0,0.81,1.2
13042,18.0,578.0,0.36,4.0,3.6,3.3,0.063,10.0
13043,11.9,229.0,0.975,2.0,0.5,0.0,0.02,11.4
13044,0.5,82.0,2.0,1.0,2.3,0.1,0.393700787401575,0.1
13045,57.0,2209.0,3.5,12.0,6.0,3.0,0.74,1.4
13046,0.1,2037.0,0.0,10.0,0.0,14.0,0.16,0.1
13047,19.0,337.0,1.7,-2.0,0.3,0.0,0.0039370078740157,19.0
13048,8.9,153.0,0.35,10.0,0.5,0.0,0.0118110236220472,8.0
13049,53.0,439.0,2.4,16.0,6.3,9.6,0.393700787401575,25.0
13050,0.4,1036.0,0.5,19.0,17.0,7.8,0.866141732283465,0.4
13051,2.5,2800.0,0.0,19.0,1.5,7.0,0.5,1.0
13052,12.8,249.0,2.1,-5.0,0.4,0.0,0.0090551181102362,11.3
13053,19.1,423.0,2.1,-6.0,2.5,0.2,0.15748031496063,4.0
13054,70.0,1830.0,3.5,18.0,5.5,10.0,0.053,40.0
13055,6.1,703.0,0.0,12.0,2.6,10.5,0.0393700787401575,3.4
13056,15.0,629.0,0.7,4.0,6.0,3.1,0.31496062992126,0.5
13057,9.5,162.0,0.5,12.0,0.3,0.1,0.0039370078740157,8.5
13058,0.1,888.0,3.6,6.0,17.8,6.6,0.31496062992126,0.1
13059,18.15,770.0,2.6,0.0,4.5,0.7,0.342519645669291,3.2
13060,77.8,1623.0,3.225,11.0,10.7,0.3,0.598425196850394,7.2
13061,0.5,474.0,0.25,5.0,20.4,1.2,0.736220472440945,0.5
13062,1.0,2718.0,0.36,21.0,1.3,8.6,0.472,0.3
13063,75.0,1493.0,1.7,-2.0,7.7,0.3,0.0236220472440945,0.6
13064,30.0,551.0,2.0,-1.0,0.6,0.0,0.04,25.0
13065,17.0,319.0,2.0,-4.0,0.4,0.0,0.04,17.0
13066,17.0,319.0,2.0,-4.0,0.4,0.0,0.04,16.0
13067,17.0,323.0,2.0,-4.0,0.4,0.0,0.04,17.0
13068,90.6,1600.0,0.5,4.0,2.6,0.0,0.0197,5.0
13069,4.0,225.0,0.5,-2.0,3.8,0.5,0.04,4.0
13070,75.0,1493.0,1.7,-2.0,7.7,0.3,0.0236220472440945,0.6
13071,75.0,1493.0,1.7,-2.0,7.7,0.3,0.0236220472440945,0.6
13072,7.8,193.0,0.6,1.75,1.2,0.7,0.259842519685039,2.8
13073,9.5,162.0,0.5,12.0,0.3,0.1,0.00197,8.4
13074,72.0,1548.0,3.6,-6.0,13.0,0.35,0.0051181102362204,3.7
13075,8.5,810.0,0.0,14.0,0.0,1.5,0.937,5.0
13076,72.0,1548.0,3.6,-6.0,13.0,0.35,0.0051181102362204,3.7
13077,72.0,1548.0,3.6,-6.0,13.0,0.35,0.0051181102362204,3.7
13078,10.7,499.0,1.125,4.0,6.0,3.9,0.31496062992126,1.0
13079,71.8,1510.0,3.0,-5.0,11.5,0.8,0.0051181102362204,3.5
13080,73.0,1576.0,1.5,-2.0,9.8,0.6,0.15748031496063,0.4
13081,9.1,221.0,1.6,-2.0,1.2,0.3,0.0121,1.2
13082,72.0,1548.0,3.6,-6.0,13.0,0.35,0.0051181102362204,3.7
13083,6.3,112.0,0.35,9.0,0.0,0.0,0.0,6.2
13084,5.7,212.0,0.1,3.75,0.7,1.65,0.295,0.4
13085,5.0,111.0,1.8,-4.0,0.7,0.0,0.334645669291339,4.2
13086,0.5,3017.0,0.0,21.0,1.2,8.8,0.393700787401575,0.5
13087,58.0,2100.0,4.5,15.0,11.0,9.0,0.2,20.0
13088,1.5,994.0,0.6025,11.0,0.7,1.69,0.728346456692913,1.0
13089,17.0,657.0,4.6,1.0,2.5,0.9,0.47244094488189,9.0
13090,66.4,1952.0,6.1,15.0,7.7,7.1,0.224409448818898,31.3
13091,18.4,473.0,0.61,5.0,2.7,2.2,0.062992125984252,15.5
13092,81.0,1650.0,3.4,-4.0,7.5,0.5,0.0393700787401575,1.0
13093,49.9,1480.0,1.125,19.0,7.8,8.1,0.37,14.9
13094,69.0,1498.0,7.4,-6.0,12.4,0.4,0.0393700787401575,2.3
13095,11.0,187.0,0.0,15.0,0.0,0.0,0.0649606299212598,11.0
13096,9.8,434.0,1.1099999999999999,6.0,3.9,3.5,0.31496062992126,5.3
13097,12.0,287.0,0.0,-1.0,5.71,0.0571,0.0457,12.0
13098,57.4,2180.0,2.035,25.0,5.4,12.5,0.326771653543307,29.5
13099,69.9,1997.0,3.7,24.0,5.8,8.3,0.933,31.0
13100,7.2,304.0,1.3,-1.0,4.6,1.9,0.169291338582677,1.9
13101,16.0,484.0,3.1,-5.0,6.9,0.8,0.248031496062992,3.5
13102,77.8,1740.0,3.61,12.0,1.11,5.56,0.131,8.33
13103,6.4,289.0,1.275,-1.0,1.3,0.4,0.326771653543307,5.6
13104,14.5,276.0,1.9,0.0,0.4,0.1,0.02,12.6
13105,1.0,1140.0,0.0,8.0,16.0,16.0,0.0,1.0
13106,69.2,2057.0,2.025,25.0,6.1,13.0,0.204724409448819,35.7
13107,13.4,350.0,4.2,-4.0,4.4,0.1,0.26,3.7
13108,72.0,1548.0,3.6,-6.0,13.0,0.35,0.00512,3.7
13109,77.8,1641.0,2.65,11.0,10.7,0.3,0.598425196850394,7.2
13110,77.6,1677.0,3.0,10.0,11.0,1.7,0.05,37.0
13111,0.8,92.0,0.0,0.0,0.0,0.0,0.0,0.0
13112,3.2,1751.0,0.0,22.0,12.1,16.1,0.7,1.8
13113,0.5,613.0,0.35,4.0,21.2,2.4,0.594488188976378,0.5
13114,2.7,600.0,0.6,5.0,15.8,1.7,0.787,1.2
13115,77.4,1596.0,5.0,-6.0,12.8,0.1,0.0118110236220472,2.0
13116,0.6,535.0,0.44999999999999996,12.0,21.9,1.5,0.976377952755905,0.6
13117,65.0,1492.0,7.8,-6.0,14.5,0.4,0.0039370078740157,0.8
13118,10.825000000000001,326.0,0.0,3.0,1.0,0.4,0.208661417322835,5.4
13119,19.9,568.0,1.085,1.0,2.4,0.5,0.177165354330709,0.5
13120,17.8,478.0,0.0,5.0,2.7,2.3,0.0393700787401575,16.4
13121,11.7,318.0,1.47,-1.0,1.5,0.24,0.144,2.52
13122,21.6,953.0,0.9,10.0,8.0,6.1,0.28,1.4
13123,10.2,180.0,0.5,11.0,0.5,0.1,0.0118110236220472,10.2
13124,1.05,139.0,3.68,-2.0,3.86,0.0,0.483,0.0
13125,6.3,300.0,0.0,0.0,4.0,2.1,0.0433070866141732,4.5
13126,11.3,219.0,2.0,-5.0,0.3,0.6,0.0,10.3
13127,0.0,523.0,0.0,-1.0,20.0,2.2,0.1,0.0
13128,21.0,789.0,2.1,9.0,5.7,2.5,0.708661417322835,3.5
13129,10.2,173.0,0.0,13.0,0.0,0.0,0.0039370078740157,10.2
