,carbohydrates_100g,energy_100g,fiber_100g,proteins_100g,saturated-fat_100g,sodium_100g,sugars_100g
22564,50.6,1132.0,1.8267876662954934,9.4,0.7,0.0196850393700787,1.5
22565,0.5,454.0,1.8267876662954934,21.0,0.9,0.62992125984252,0.5
22566,77.0,1745.0,3.9,8.8,3.9,0.346456692913386,23.0
22567,100.0,1615.0,1.8267876662954934,0.0,3.4832571593152672,0.28272035457118266,8.467244664197693
22568,11.6,355.7,1.8267876662954934,19.3,3.4832571593152672,0.28272035457118266,8.467244664197693
22569,3.4,213.0,1.8267876662954934,1.0,0.5,0.31496062992126,1.8
22570,80.4,1590.0,1.8267876662954934,7.6,3.4832571593152672,0.28272035457118266,8.467244664197693
22571,11.0,218.0,2.5,0.0,0.0,0.0,1.0
22572,2.8,498.0,1.0,6.0,0.6,0.31496062992126,2.3
22573,10.0,197.0,1.9,0.3,0.0,0.0,10.0
22574,14.0,760.0,1.1,13.0,0.7,0.433070866141732,1.6
22575,24.0,880.0,2.4,11.0,3.8,0.47244094488189,3.5
22576,3.1,484.0,1.8267876662954934,7.8,3.4832571593152672,0.28272035457118266,8.467244664197693
22577,11.0,2920.0,5.7,17.0,5.7,0.0,3.0
22578,24.884280051892134,2439.0,4.1,11.1,12.0,0.0826771653543307,34.9
22579,24.884280051892134,506.0,0.0,21.0,1.3,0.78740157480315,0.5
22580,68.7,1456.0,3.6,13.5,0.3,0.0039370078740157,4.3
22581,1.2,1256.0,1.8267876662954934,14.2,5.3,0.196850393700787,1.2
22582,24.884280051892134,753.0,0.0,0.1,0.00667,0.0061023622047244,9.67
22583,71.0,1463.0,3.5,12.0,0.2,0.0,1.5
22584,24.884280051892134,2389.0,0.0,3.2,7.9,0.236220472440945,36.2
22585,40.0,1677.0,1.8267876662954934,6.0,3.4832571593152672,0.433070866141732,8.467244664197693
22586,24.884280051892134,142.0,1.2,0.5,0.6,0.196850393700787,1.4
22587,49.0,2207.0,1.8267876662954934,5.8,3.0,0.708661417322835,2.5
22588,53.0,1941.0,1.8267876662954934,8.4,3.4832571593152672,0.28272035457118266,8.467244664197693
22589,24.884280051892134,1527.0,0.0,7.4,9.1,0.322834645669291,12.0
22590,74.3,1468.0,6.6,7.4,0.5,0.0236220472440945,2.9
22591,14.0,515.0,0.6,4.5,3.5,0.0511811023622047,13.5
22592,20.6,447.9,1.8267876662954934,2.0,3.4832571593152672,0.28272035457118266,8.467244664197693
22593,24.884280051892134,485.0,1.2,7.6,0.8,0.354330708661417,4.0
22594,24.884280051892134,159.0,3.4,2.1,0.1,0.275590551181102,1.1
22595,55.4,2093.0,5.2,6.9,16.9,0.192913385826772,28.9
22596,64.0,2057.0,1.0,6.9,1.9,0.78740157480315,4.8
22597,4.4,183.0,1.0,1.8,0.7,0.263779527559055,1.4
22598,24.884280051892134,452.0,0.0,21.0,1.0,0.748031496062992,0.7
22599,4.5,92.0,0.3,0.7,0.0,0.236220472440945,4.3
22600,43.2,813.0,5.2,1.5,0.1,0.0078740157480315,38.1
22601,24.884280051892134,715.0,3.0,6.3,0.8,0.275590551181102,7.5
22602,3.2,105.0,1.5,1.6,0.0,0.0078740157480315,3.2
22603,5.8,106.0,1.8267876662954934,0.5,0.1,0.0118110236220472,5.7
22604,66.2,1469.0,2.9,13.4,0.7,0.0,0.9
22605,97.0,980.0,1.8267876662954934,0.0,0.0,0.0,0.0
22606,0.7,602.0,1.8267876662954934,12.3,2.7,0.12992125984252,0.7
22607,4.8,193.0,1.8267876662954934,3.15,3.4832571593152672,0.28272035457118266,8.467244664197693
22608,24.884280051892134,444.0,1.2,3.9,0.0,0.275590551181102,7.5
22609,24.884280051892134,343.0,1.0,3.1,0.9,0.0905511811023622,2.1
22610,0.9,443.0,1.8267876662954934,21.0,0.5,0.551181102362205,0.9
22611,81.4,1635.0,2.6,8.0,0.6,0.0015748031496063,1.0
22612,10.4,181.0,1.8267876662954934,0.0,0.0,0.0,10.3
22613,24.884280051892134,925.6407129494906,1.8267876662954934,6.738383179482894,3.4832571593152672,0.0,8.467244664197693
22614,21.1,272.0,0.8,9.7,10.7,0.468503937007874,2.3
22615,48.6,1805.0,1.8267876662954934,7.6,12.6,0.425196850393701,16.4
22616,25.0,1385.0,1.8267876662954934,6.8,12.0,0.153543307086614,23.0
22617,10.4,335.0,4.1,6.3,0.1,0.291338582677165,0.4
22618,24.884280051892134,21.0,0.0,0.1,0.0,0.0118110236220472,0.0
22619,24.7,887.0,1.8267876662954934,10.0,1.6,0.47244094488189,2.3
22620,2.8,944.0,1.8267876662954934,18.5,2.4,0.669291338582677,0.6
22621,24.884280051892134,925.6407129494906,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22622,24.884280051892134,925.6407129494906,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22623,73.5,1561.0,6.4,9.8,0.5,0.15748031496063,27.0
22624,7.8,244.0,1.8267876662954934,4.8,3.4832571593152672,0.28272035457118266,8.467244664197693
22625,4.5,151.0,1.8267876662954934,0.8,0.0,0.590551181102362,2.9
22626,6.2,442.0,1.8267876662954934,4.3,3.4832571593152672,0.28272035457118266,8.467244664197693
22627,24.884280051892134,364.0,0.0,4.8,3.9,0.0393700787401575,3.2
22628,7.5,188.0,0.8,0.8,0.7,0.255905511811024,1.3
22629,66.3,1530.0,1.8267876662954934,14.3,3.4832571593152672,0.28272035457118266,8.467244664197693
22630,24.884280051892134,925.6407129494906,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22631,62.5,2142.0,1.8267876662954934,6.1,14.5,0.318897637795276,34.6
22632,14.9,479.0,1.8267876662954934,4.6,0.9,0.31496062992126,2.0
22633,18.8,579.0,1.8267876662954934,5.9,0.6,0.307086614173228,2.5
22634,28.0,867.0,1.8267876662954934,9.3,2.3,0.366141732283465,5.1
22635,24.884280051892134,1268.0,0.0,21.1,16.0,0.62992125984252,0.0
22636,11.3,366.0,0.0,3.1,2.2,0.0393700787401575,11.3
22637,24.884280051892134,402.0,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22638,60.0,2065.0,4.5,9.3,8.3,0.21259842519685,22.0
22639,5.2,288.0,1.8267876662954934,4.1,2.4,0.0590551181102362,5.2
22640,24.884280051892134,766.0,0.0,3.0,2.0,0.0118110236220472,2.1
22641,11.0,505.0,1.3,12.5,1.3,0.393700787401575,0.9
22642,3.9,80.0,1.8267876662954934,0.0,0.0,0.0236220472440945,3.9
22643,24.884280051892134,1485.0,1.0,0.5,0.1,0.0039370078740157,0.5
22644,24.884280051892134,360.0,4.2,5.3,0.1,0.236220472440945,0.7
22645,76.0,1310.0,1.8267876662954934,0.0,3.4832571593152672,0.28272035457118266,8.467244664197693
22646,63.6,2042.0,1.8267876662954934,7.3,12.5,0.271653543307087,24.3
22647,4.6,80.0,1.8267876662954934,0.0,0.0,0.0,4.6
22648,24.884280051892134,2017.0,3.3,5.3,12.5,0.122047244094488,30.0
22649,63.0,1976.0,5.7,7.7,1.5,0.0748031496062992,20.0
22650,11.0,368.0,6.1,5.8,0.2,0.208661417322835,3.7
22651,6.4,890.0,1.8267876662954934,7.0,3.4832571593152672,0.28272035457118266,8.467244664197693
22652,6.0,813.0,1.8267876662954934,7.0,3.4832571593152672,0.28272035457118266,8.467244664197693
22653,25.0,732.0,1.8267876662954934,2.8,4.2,0.0590551181102362,18.3
22654,24.884280051892134,1837.0,2.3,6.9,11.0,0.334645669291339,0.6
22655,76.1,1519.0,1.8267876662954934,12.0,3.4832571593152672,0.28272035457118266,8.467244664197693
22656,30.3,2280.0,1.8267876662954934,8.0,3.4832571593152672,0.28272035457118266,8.467244664197693
22657,24.884280051892134,711.0,0.1,0.0,2.5,0.015748031496063,0.5
22658,4.6,88.0,1.8267876662954934,0.4,3.4832571593152672,0.28272035457118266,8.467244664197693
22659,27.4,487.0,1.8267876662954934,0.5,0.1,0.0196850393700787,25.6
22660,10.8,184.0,1.8267876662954934,0.5,0.5,0.0039370078740157,10.7
22661,21.3,1262.0,1.8267876662954934,12.4,3.4832571593152672,0.28272035457118266,8.467244664197693
22662,51.6,2231.0,1.8267876662954934,8.5,2.2,0.590551181102362,2.8
22663,24.884280051892134,201.0,0.0,0.0,0.0,0.0007874015748031,11.0
22664,24.884280051892134,222.0,0.8,4.0,0.4,0.0118110236220472,3.0
22665,1.0,529.0,1.8267876662954934,19.0,1.7,0.708661417322835,1.0
22666,24.884280051892134,1690.0,2.1,4.5,2.0,0.125984251968504,31.7
22667,0.0,2171.0,0.0,24.0,0.8,0.393700787401575,0.0
22668,8.5,877.0,1.8267876662954934,6.6,3.4832571593152672,0.28272035457118266,8.467244664197693
22669,63.5,1996.0,4.3,8.4,6.0,0.224409448818898,28.4
22670,8.9,336.0,1.8267876662954934,4.0,3.4832571593152672,0.28272035457118266,8.467244664197693
22671,28.0,494.0,1.8267876662954934,0.8,3.4832571593152672,0.28272035457118266,8.467244664197693
22672,5.0,791.0,1.8267876662954934,13.0,3.4832571593152672,0.28272035457118266,8.467244664197693
22673,73.3,1570.0,1.8267876662954934,13.9,3.4832571593152672,0.28272035457118266,8.467244664197693
22674,24.884280051892134,1025.0,1.4,7.6,0.4,0.389763779527559,7.1
22675,24.884280051892134,1464.0,5.0,12.5,0.0,0.0366141732283465,0.8
22676,0.0,3400.0,1.8267876662954934,0.0,3.4832571593152672,0.28272035457118266,8.467244664197693
22677,14.0,234.0,1.8267876662954934,0.5,3.4832571593152672,0.28272035457118266,8.467244664197693
22678,84.0,1613.0,1.0,7.8,0.2,0.358267716535433,2.4
22679,3.2,143.0,0.8,1.3,0.4,0.149606299212598,2.5
22680,58.2,1597.0,1.8267876662954934,8.1,3.4832571593152672,0.28272035457118266,8.467244664197693
22681,6.6,113.0,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,6.3
22682,24.884280051892134,1096.0,2.0,7.5,0.3,0.393700787401575,6.0
22683,24.884280051892134,790.0,1.8267876662954934,10.0,3.4832571593152672,0.28272035457118266,8.467244664197693
22684,24.884280051892134,234.0,2.1,0.5,0.1,0.0039370078740157,12.0
22685,24.884280051892134,2778.0,6.6,21.0,8.5,0.216535433070866,6.4
22686,8.3,160.0,0.3,0.3,0.3,0.0023622047244094,1.7
22687,24.884280051892134,761.0,0.0,17.6,0.0,0.0,1.1
22688,24.884280051892134,243.0,1.0,1.1,0.0,0.826771653543307,8.5
22689,54.8,1425.0,7.4,16.7,3.4832571593152672,0.28272035457118266,8.467244664197693
22690,12.7,568.0,0.6,5.6,3.62,0.27,3.4
22691,11.0,192.0,0.0,0.1,0.0,0.0039370078740157,11.0
22692,9.2,413.0,1.4,2.5,1.6,0.393700787401575,2.1
22693,5.3,578.0,1.8267876662954934,2.6,7.7,0.0433070866141732,4.1
22694,1.8,368.0,1.8267876662954934,17.6,0.4,0.787,1.8
22695,1.6,99.0,1.8267876662954934,0.2,0.0,0.0039370078740157,0.8
22696,12.0,335.0,1.1,1.3,0.5,0.0393700787401575,11.0
22697,63.4,1940.0,7.1,7.7,7.7,0.200787401574803,27.0
22698,57.0,1775.0,1.8267876662954934,4.8,1.7,0.338582677165354,33.0
22699,63.4,1457.0,1.8267876662954934,13.5,0.3,0.015748031496063,4.0
22700,5.3,300.0,1.7,2.2,0.9,0.259842519685039,3.6
22701,24.884280051892134,293.0,0.0,0.5,0.5,0.0039370078740157,14.0
22702,24.884280051892134,2803.0,0.0,1.5,7.0,0.62992125984252,1.0
22703,28.0,816.0,1.2,6.3,2.5,0.354330708661417,1.9
22704,14.9,600.0,1.6,6.6,3.3,0.29,2.4
22705,32.9,573.0,0.9,0.8,3.4832571593152672,0.01,26.9
22706,24.884280051892134,180.0,2.3,2.3,0.0,0.0511811023622047,6.7
22707,24.884280051892134,1004.0,2.6,9.9,6.3,0.62992125984252,4.3
22708,29.0,1135.0,1.8267876662954934,5.0,8.0,0.062992125984252,24.0
22709,5.0,2421.82,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22710,74.29,1519.0,1.8267876662954934,10.39,3.4832571593152672,0.28272035457118266,8.467244664197693
22711,24.884280051892134,602.0,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22712,27.1,768.0,2.4,3.7,1.2,0.334645669291339,1.1
22713,23.2,427.0,1.8267876662954934,1.2,0.1,0.708661417322835,22.8
22714,24.884280051892134,192.0,0.4,0.4,0.05,0.0039370078740157,10.0
22715,11.6,176.0,0.0,1.0,0.0,0.0039370078740157,8.9
22716,47.0,1815.0,2.8,8.4,17.0,0.354330708661417,11.0
22717,24.884280051892134,175.0,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22718,12.9,445.0,5.5,8.3,0.4,0.169291338582677,1.5
22719,66.6,1560.0,1.8267876662954934,10.2,3.4832571593152672,0.28272035457118266,8.467244664197693
22720,17.8,2602.0,1.8267876662954934,20.0,8.9,0.0141732283464567,6.3
22721,24.884280051892134,925.6407129494906,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22722,13.0,214.0,1.8267876662954934,0.5,0.1,0.0039370078740157,11.5
22723,52.0,1929.0,1.8267876662954934,6.2,2.4,0.228346456692913,29.0
22724,24.884280051892134,1607.0,7.2,11.0,0.6,0.590551181102362,6.5
22725,3.2,2692.0,1.8267876662954934,1.1,6.0,0.425196850393701,2.4
22726,24.884280051892134,268.0,0.0,3.2,2.2,0.0393700787401575,4.8
22727,24.884280051892134,330.78,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22728,61.0,1895.0,4.4,14.0,4.5,0.275590551181102,17.0
22729,24.884280051892134,456.0,0.3,3.2,2.7,0.0511811023622047,14.0
22730,2.5,1272.0,1.8267876662954934,23.0,14.0,0.748031496062992,1.0
22731,24.884280051892134,1410.0,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22732,1.8,431.0,1.8267876662954934,21.4,0.2,0.602362204724409,1.8
22733,32.9,569.0,0.7,0.6,3.4832571593152672,0.016,27.6
22734,15.0,268.0,1.8,0.5,0.1,0.0039370078740157,14.0
22735,49.5,2384.0,1.8267876662954934,8.6,17.3,0.107086614173228,41.2
22736,4.0,260.0,1.8267876662954934,0.8,3.4832571593152672,0.28272035457118266,8.467244664197693
22737,24.884280051892134,452.0,1.9,0.1,0.1,0.0078740157480315,19.9
22738,24.884280051892134,4.0,0.0,1.0,1.0,0.393700787401575,1.0
22739,6.3,770.0,1.8267876662954934,7.8,3.4832571593152672,0.28272035457118266,8.467244664197693
22740,28.0,920.0,1.8267876662954934,3.0,7.0,0.0377952755905512,23.0
22741,46.0,1180.0,1.5,5.0,4.0,0.0708661417322835,22.0
22742,13.7,689.0,0.7,10.3,3.6,0.161417322834646,1.2
22743,24.884280051892134,1405.0,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22744,17.1,2151.0,1.8267876662954934,1.9,4.2,0.826771653543307,12.8
22745,12.4,485.0,8.0,9.7,0.2,0.0,1.1
22746,12.0,598.0,1.8267876662954934,10.2,3.4832571593152672,0.28272035457118266,8.467244664197693
22747,3.0,176.0,1.8267876662954934,0.6,3.4832571593152672,0.28272035457118266,8.467244664197693
22748,24.884280051892134,925.6407129494906,1.8267876662954934,6.738383179482894,3.4832571593152672,0.00095,8.467244664197693
22749,24.884280051892134,414.0,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22750,24.884280051892134,0.0,0.0,0.1,0.0,0.0,0.0
22751,63.9,1992.0,0.0,4.1,2.3,0.846456692913386,6.3
22752,24.884280051892134,301.0,0.0,0.76,0.01,0.0039370078740157,18.0
22753,24.884280051892134,925.6407129494906,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22754,24.884280051892134,1912.0,2.5,7.0,3.6,0.381889763779528,33.2
22755,24.884280051892134,247.0,1.5,0.1,0.1,0.0393700787401575,13.0
22756,20.0,402.0,1.8267876662954934,2.6,3.4832571593152672,0.28272035457118266,8.467244664197693
22757,24.884280051892134,925.6407129494906,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22758,9.6,2770.0,5.0,24.1,7.4,0.0118110236220472,4.5
22759,64.0,1982.0,5.4,8.7,7.3,0.192913385826772,27.0
22760,24.884280051892134,1089.0,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22761,62.0,2263.0,1.8267876662954934,6.8,14.3,0.433070866141732,20.1
22762,7.0,548.0,0.7,9.7,4.1,0.259842519685039,0.5
22763,24.884280051892134,393.0,0.0,2.8,1.1,0.0669291338582677,13.0
22764,24.884280051892134,268.0,2.5,1.6,0.4,0.393700787401575,5.5
22765,24.884280051892134,0.0,0.0,0.0,0.0,0.0,0.0
22766,32.9,702.0,1.8267876662954934,2.8,3.4832571593152672,0.28272035457118266,8.467244664197693
22767,4.6,78.0,1.8267876662954934,0.5,0.1,0.0039370078740157,4.5
22768,0.0,239.0,1.8267876662954934,0.4,0.0,0.0,8.467244664197693
22769,0.0,3389.0,0.0,0.0,16.0,0.0,0.0
22770,24.884280051892134,126.7,1.8267876662954934,1.53,3.4832571593152672,0.28272035457118266,8.467244664197693
22771,50.5,1502.0,1.8267876662954934,8.2,8.8,0.425196850393701,13.5
22772,38.0,2494.0,1.8267876662954934,10.0,3.4832571593152672,0.28272035457118266,8.467244664197693
22773,24.884280051892134,1259.0,0.0,0.0,0.2,0.002755905511811,13.8
22774,24.884280051892134,1933.0,2.4,5.1,5.3,0.12992125984252,31.0
22775,24.884280051892134,460.0,0.0,7.0,5.1,0.0393700787401575,2.9
22776,10.1,892.0,1.8267876662954934,5.8,3.4832571593152672,0.28272035457118266,8.467244664197693
22777,4.5,276.0,1.8267876662954934,3.2,3.4832571593152672,0.28272035457118266,8.467244664197693
22778,6.8,150.0,1.8267876662954934,0.3,3.4832571593152672,0.0017,8.467244664197693
22779,6.8,176.0,1.8267876662954934,1.1,3.4832571593152672,0.28272035457118266,8.467244664197693
22780,2.7,962.0,1.8267876662954934,16.0,4.0,0.47244094488189,2.2
22781,17.0,590.0,1.7,7.1,2.4,0.228346456692913,1.3
22782,70.0,1040.0,0.0,0.0,0.0,0.0,0.0
22783,2.0,96.0,2.4,2.0,0.0,0.0118110236220472,1.1
22784,24.884280051892134,100.0,0.0,1.4,0.5,0.275590551181102,0.9
22785,24.884280051892134,1920.0,3.0,6.8,14.0,0.279527559055118,0.0
22786,24.884280051892134,556.0,0.0,6.2,3.0,0.275590551181102,1.1
22787,11.5,471.0,1.3,8.0,0.3,0.6,1.7
22788,24.884280051892134,891.0,0.0,20.5,2.1,0.393700787401575,0.0
22789,79.3,1636.0,1.8267876662954934,7.6,0.4,0.216535433070866,0.9
22790,73.5,1571.0,4.9,12.5,1.6,0.23,40.3
22791,9.3,176.0,1.8267876662954934,0.2,0.0,0.0,8.9
22792,71.0,1686.0,5.0,9.5,3.5,0.6,7.0
22793,14.0,338.0,1.9,4.2,0.0,0.433070866141732,14.0
22794,1.0,653.0,0.0,20.0,3.5,0.885826771653543,0.6
22795,24.884280051892134,1700.0,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22796,1.2,1000.0,0.5,15.9,7.3,0.578740157480315,0.8
22797,16.0,622.0,2.2,10.0,2.0,0.248031496062992,0.5
22798,16.9,524.0,0.1,1.7,2.6,0.03,10.6
22799,68.0,1769.0,4.5,10.0,5.8,0.401574803149606,10.0
22800,16.0,2456.0,1.8267876662954934,24.0,3.4832571593152672,0.28272035457118266,8.467244664197693
22801,24.884280051892134,594.0,0.0,15.0,5.0,0.984251968503937,3.5
22802,21.3,549.0,1.8267876662954934,3.9,2.3,0.28272035457118266,8.467244664197693
22803,4.4,183.0,0.0,3.1,0.0,0.0,0.0
22804,24.884280051892134,925.6407129494906,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22805,24.884280051892134,1548.0,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22806,1.9,423.0,0.1,9.9,1.7,0.2,1.2
22807,1.1,1186.0,1.0,12.0,10.1,0.68503937007874,1.0
22808,22.4,859.0,2.0,6.1,1.1,0.34251968503937,5.4
22809,27.1,1268.0,0.7,6.0,10.0,0.4,1.4
22810,24.884280051892134,2452.0,0.0,5.3,11.0,0.0196850393700787,43.0
22811,1.0,1105.0,0.5,17.3,6.4,0.118110236220472,0.4
22812,24.884280051892134,937.0,1.8267876662954934,14.0,5.3,0.78740157480315,1.0
22813,2.4,788.0,1.8267876662954934,20.0,3.3,0.551181102362205,0.6
22814,24.884280051892134,1824.0,0.0,1.3,3.4,0.62992125984252,12.3
22815,4.4,79.0,1.8267876662954934,0.0,0.0,0.0,4.4
22816,67.3,1815.0,4.1,10.1,1.1,1.17,8.2
22817,24.884280051892134,925.6407129494906,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,24.0
22818,15.7,531.0,1.0,1.9,3.0,0.04,13.3
22819,6.3,107.0,1.8267876662954934,0.5,0.1,0.0196850393700787,6.1
22820,4.1,119.0,2.6,0.8,0.1,0.295275590551181,3.0
22821,5.4,147.0,3.0,1.2,0.0,0.279527559055118,4.4
22822,0.95,864.0,0.1,17.55,5.45,0.799212598425197,0.95
22823,24.884280051892134,1473.0,4.4,6.8,0.5,0.62992125984252,0.8
22824,0.5,447.0,0.5,21.0,1.2,0.748031496062992,0.5
22825,44.0,1390.0,1.4,3.6,10.3,0.1,33.1
22826,74.3,1470.0,6.6,7.1,0.7,0.05,2.9
22827,7.0,120.0,1.8267876662954934,0.0,0.0,0.0039370078740157,6.9
22828,24.884280051892134,218.0,0.0,0.0,0.0,0.0118110236220472,5.2
22829,0.3,303.0,0.0,16.0,0.3,0.709,0.0
22830,9.8,515.0,1.3,7.7,0.46,0.62,2.0
22831,24.884280051892134,1854.0,3.82,4.76,6.68,0.236220472440945,18.7
22832,35.0,1004.0,2.0,7.0,4.0,0.590551181102362,2.0
22833,21.9,398.0,0.3,0.6,0.1,0.0039370078740157,21.5
22834,24.884280051892134,1401.0,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22835,4.7,80.0,1.8267876662954934,0.0,0.0,0.0118110236220472,4.7
22836,24.884280051892134,201.0,0.0,0.4,0.0,0.0118110236220472,10.9
22837,76.0,1862.0,2.5,7.0,3.5,0.0433070866141732,27.0
22838,1.9,99.0,2.4,2.6,0.1,0.3,0.0
22839,95.0,950.0,0.0,0.0,0.0,0.078740157480315,0.0
22840,57.5,2138.0,1.8267876662954934,10.4,11.4,0.15748031496063,42.7
22841,0.7,1141.0,0.1,14.05,8.63,1.14173228346457,0.7
22842,0.5,477.0,0.5,21.0,1.2,0.748031496062992,0.5
22843,16.4,535.0,0.18,2.4,3.6,0.0511811023622047,14.7
22844,24.884280051892134,925.6407129494906,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,0.18
22845,0.6,399.0,0.3,15.7,0.6,0.18,0.6
22846,0.34,1115.0,1.8267876662954934,15.5,9.2,0.468503937007874,0.34
22847,24.884280051892134,184.0,0.5,0.5,0.5,0.0039370078740157,11.0
22848,8.0,266.0,0.0,2.0,1.0,0.28272035457118266,8.0
22849,8.5,394.0,4.0,3.0,0.9,0.28740157480315,1.8
22850,7.3,231.0,1.8267876662954934,3.3,3.4832571593152672,0.28272035457118266,8.467244664197693
22851,9.9,189.0,1.8267876662954934,1.1,3.4832571593152672,0.28272035457118266,8.467244664197693
22852,9.0,235.0,1.8267876662954934,3.2,3.4832571593152672,0.28272035457118266,8.467244664197693
22853,24.884280051892134,427.0,0.0,21.0,0.4,0.708661417322835,1.0
22854,100.0,1700.0,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22855,93.87,1572.0,0.0,0.15,0.0,0.0051,2.93
22856,24.884280051892134,1448.0,6.9,12.9,0.5,0.393700787401575,5.2
22857,4.3,564.0,0.1,24.5,0.7,0.78740157480315,2.9
22858,24.884280051892134,134.0,0.0,3.15,0.1,0.0393700787401575,4.8
22859,7.5,128.0,0.1,0.0,0.0,0.01,7.5
22860,11.5,925.6407129494906,1.8267876662954934,17.7,3.4832571593152672,0.28272035457118266,8.467244664197693
22861,3.2,970.0,1.0,6.0,16.2,0.54,2.1
22862,7.5,290.0,1.8267876662954934,3.8,0.5,0.433070866141732,6.4
22863,4.0,103.0,1.8267876662954934,5.0,3.4832571593152672,0.28272035457118266,8.467244664197693
22864,0.1,969.0,0.0,11.6,8.0,0.708661417322835,0.1
22865,6.0,447.0,1.8267876662954934,7.3,4.3,0.303149606299213,3.2
22866,24.884280051892134,0.0,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22867,67.5,1786.0,4.3,10.5,5.5,0.748031496062992,4.0
22868,24.884280051892134,201.0,0.4,0.8,0.0,0.0,10.0
22869,21.7,394.0,1.8267876662954934,0.8,3.4832571593152672,0.28272035457118266,8.467244664197693
22870,58.2,1510.0,2.9,4.2,7.1,0.283464566929134,39.9
22871,24.884280051892134,213.0,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22872,52.4,2041.0,1.8267876662954934,12.7,3.2,0.669291338582677,1.4
22873,10.6,180.0,0.0,0.0,0.0,0.0,10.6
22874,27.1,1025.0,1.8267876662954934,6.2,3.4832571593152672,0.28272035457118266,8.467244664197693
22875,52.4,2042.0,1.8267876662954934,12.7,3.2,0.669291338582677,1.4
22876,5.1,608.0,0.3,7.8,6.5,0.51,4.6
22877,23.0,1094.0,1.9,10.0,9.1,0.433070866141732,3.5
22878,65.7,2020.0,1.8267876662954934,7.7,6.4,0.188976377952756,22.2
22879,2.4,475.0,0.0,19.2,1.1,0.89,2.2
22880,14.0,338.0,1.9,4.2,0.0,0.433070866141732,14.0
22881,29.4,859.0,0.2,2.5,5.8,0.062992125984252,28.3
22882,3.6,865.0,2.6,13.4,6.2,0.063,0.0
22883,16.0,292.0,0.5,0.5,0.0,0.01,15.0
22884,65.8,1795.0,1.1,4.0,8.0,0.275590551181102,39.0
22885,56.0,2174.0,1.8267876662954934,5.2,3.0,0.748031496062992,2.6
22886,71.8,2032.0,1.6,5.4,13.2,0.393700787401575,25.5
22887,1.0,1198.0,0.5,12.0,10.2,0.697,1.0
22888,0.7,766.0,0.0,14.4,5.0,0.688976377952756,0.5
22889,5.12,101.0,1.8267876662954934,0.716,3.4832571593152672,0.28272035457118266,8.467244664197693
22890,24.884280051892134,395.0,1.8267876662954934,6.738383179482894,3.4832571593152672,0.28272035457118266,8.467244664197693
22891,20.2,519.0,2.0,4.4,0.3,0.279527559055118,3.0
22892,3.5,1115.0,1.0,5.5,17.3,0.53,2.0
22893,24.884280051892134,397.0,0.8,1.2,0.0,0.031496062992126,12.1
22894,52.0,1505.0,1.8267876662954934,6.7,8.6,0.47244094488189,14.7
22895,48.09,862.0,1.8267876662954934,3.27,3.4832571593152672,0.28272035457118266,8.467244664197693
22896,9.7,276.0,0.8,3.3,0.3,0.311023622047244,1.4
22897,24.884280051892134,602.0,0.2,3.2,4.9,0.0433070866141732,14.3
22898,61.0,1730.0,1.8267876662954934,3.6,1.4,0.165354330708661,38.0
22899,56.65,2272.0,1.8267876662954934,6.25,3.4832571593152672,0.28272035457118266,8.467244664197693
22900,27.8,933.0,2.0,12.0,3.0,0.47244094488189,2.9
22901,5.0,377.0,1.8267876662954934,7.4,3.2,0.0511811023622047,3.0
