,carbohydrates_100g,energy_100g,fiber_100g,proteins_100g,saturated-fat_100g,sodium_100g,sugars_100g
17200,77.8,1626.0,5.4,7.9,0.7,0.12992125984252,0.2
17201,11.3,201.0,1.8267876662954934,0.5,0.0,0.0393700787401575,11.3
17202,41.1,1446.0,1.8267876662954934,6.6,6.8,0.448818897637795,0.9
17203,13.0,388.0,0.0,3.1,2.1,0.05,13.0
17204,0.0,641.0,1.8267876662954934,19.0,3.9,0.0748031496062992,0.0
17205,12.1,566.0,1.39,5.36,3.93,0.309,1.0
17206,70.2,1493.0,2.9,13.0,0.3,0.0039370078740157,3.4
17207,29.4,997.0,4.9,7.8,3.6,0.55,1.9
17208,64.0,2166.0,1.8267876662954934,6.0,16.0,0.354330708661417,30.0
17209,75.0,1690.0,1.8267876662954934,3.4,8.7,0.196850393700787,42.5
17210,39.0,801.0,1.8267876662954934,5.8,0.0,0.0,1.2
17211,74.1,1513.0,1.8267876662954934,9.0,0.5,0.511811023622047,10.9
17212,0.8,1198.0,1.8267876662954934,15.0,17.0,0.220472440944882,0.5
17213,79.1,1501.0,1.2,7.1,0.2,0.0,3.3
17214,32.5,450.0,1.8267876662954934,0.0,0.0,0.0,0.0
17215,0.8,895.0,0.0,16.6,12.4,0.177165354330709,0.1
17216,2.5,652.0,1.8267876662954934,13.0,4.5,0.433070866141732,1.9
17217,6.3,300.0,1.8267876662954934,4.0,2.1,0.0433070866141732,4.5
17218,2.6,150.0,1.8267876662954934,3.5,0.5,0.275590551181102,1.5
17219,3.0,466.0,0.0,7.0,5.6,0.0984251968503937,3.0
17220,4.5,204.0,1.8267876662954934,7.5,0.0,0.0590551181102362,4.5
17221,4.1,364.0,0.1,9.0,2.5,0.0511811023622047,4.1
17222,0.5,1377.0,1.8267876662954934,21.0,18.0,0.669291338582677,8.467244664197693
17223,65.2,1547.0,6.3,11.3,0.8,0.0009842519685039,1.1
17224,13.3,831.0,1.3,17.0,1.8,0.15748031496063,1.4
17225,71.5,1630.0,7.7,11.6,0.8,0.196850393700787,0.2
17226,0.5,1169.0,1.8267876662954934,20.4,13.7,0.708661417322835,0.5
17227,72.0,1483.0,1.8267876662954934,11.0,0.2,0.0,2.0
17228,4.8,191.0,1.8267876662954934,3.2,1.0,0.0433070866141732,4.8
17229,71.0,1481.0,2.9,12.0,0.4,0.0118110236220472,5.0
17230,24.884280051892134,209.0,0.0,0.4,0.1,0.0393700787401575,1.9
17231,13.4,278.0,1.8267876662954934,1.6,0.0,0.62992125984252,12.5
17232,3.8,873.0,1.8267876662954934,18.8,1.8,0.905511811023622,1.0
17233,0.5,1211.0,1.8267876662954934,19.0,17.0,0.62992125984252,0.5
17234,24.884280051892134,448.0,0.0,23.0,0.3,0.433070866141732,1.3
17235,55.4,2234.0,4.2,5.8,9.8,0.0590551181102362,31.1
17236,15.0,270.0,1.3,0.25,0.0,0.0,11.0
17237,0.9,1138.0,1.8267876662954934,16.0,18.0,0.62992125984252,0.6
17238,0.5,1356.0,1.8267876662954934,21.0,18.0,0.78740157480315,0.5
17239,0.0,781.0,1.8267876662954934,22.0,8.0,0.551181102362205,0.0
17240,0.0,433.0,1.8267876662954934,22.0,0.3,0.078740157480315,0.0
17241,0.0,1117.0,1.8267876662954934,20.0,15.0,0.551,0.0
17242,0.5,1487.0,1.8267876662954934,18.7,4.9,0.393700787401575,0.5
17243,51.2,1234.0,3.0,9.1,0.4,0.47244094488189,6.1
17244,5.8,187.0,1.8267876662954934,1.1,0.9,0.177165354330709,5.2
17245,50.4,1232.0,0.0,7.9,0.5,0.562992125984252,5.9
17246,1.0,1201.0,1.8267876662954934,19.0,16.3,0.62992125984252,0.2
17247,0.0,465.0,1.8267876662954934,23.0,0.9,0.078740157480315,0.0
17248,24.884280051892134,1243.0,0.0,8.0,1.7,0.551181102362205,3.8
17249,76.0,2001.0,1.8267876662954934,3.6,7.8,0.204724409448819,14.4
17250,50.0,2246.0,1.8267876662954934,6.0,3.1,0.669291338582677,2.0
17251,4.4,316.0,1.8267876662954934,7.0,2.2,0.0590551181102362,4.4
17252,24.884280051892134,389.0,2.0,1.1,0.8,0.433070866141732,6.7
17253,8.1,275.0,1.3,2.9,0.5,0.14,1.5
17254,5.6,2615.0,8.0,22.5,4.6,0.0039370078740157,5.6
17255,11.2,303.0,0.1,2.8,0.9,0.047244094488189,11.0
17256,5.1,324.0,2.5,4.1,1.0,0.47244094488189,5.0
17257,0.0,1220.0,1.8267876662954934,21.5,15.5,0.708661417322835,0.0
17258,81.0,1540.0,2.2,7.0,0.2,0.0590551181102362,0.9
17259,12.0,733.0,2.2,9.4,3.3,0.440944881889764,0.5
17260,62.0,2226.0,0.0,3.7,4.2,0.0,29.7
17261,63.0,1991.0,3.5,3.5,2.2,0.944881889763779,1.0
17262,72.0,1500.0,1.8267876662954934,12.0,0.5,0.0,3.0
17263,0.0,3378.0,1.8267876662954934,0.0,15.5,0.0,0.0
17264,0.6,689.0,1.8267876662954934,22.3,1.2,0.933070866141732,0.4
17265,13.6,275.0,1.8267876662954934,0.5,0.5,0.0039370078740157,12.1
17266,4.1,262.0,0.0,3.7,2.1,0.047244094488189,3.5
17267,4.9,171.0,1.8267876662954934,3.2,0.6,0.0354330708661417,4.0
17268,19.5,495.0,1.8267876662954934,4.4,1.8,0.0393700787401575,16.0
17269,3.8,779.0,1.8267876662954934,2.7,12.6,0.0393700787401575,3.8
17270,2.5,1308.0,1.8267876662954934,17.0,15.0,0.551181102362205,0.5
17271,4.7,423.0,1.8267876662954934,5.3,4.6,0.0275590551181102,4.7
17272,1.0,1372.0,1.8267876662954934,21.0,18.0,0.590551181102362,0.5
17273,6.9,599.0,3.6,8.7,3.2,0.374015748031496,0.5
17274,0.5,1211.0,1.8267876662954934,19.0,17.0,0.62992125984252,0.5
17275,30.0,1360.0,1.8267876662954934,10.9,7.14,0.633,1.79
17276,0.5,1841.0,1.8267876662954934,12.0,17.0,0.511811023622047,0.2
17277,58.8,1976.0,6.2,7.9,13.5,0.267716535433071,18.2
17278,47.0,1020.0,5.8,7.9,0.2,0.511811023622047,2.1
17279,0.5,1487.0,1.8267876662954934,18.7,4.9,0.393700787401575,0.5
17280,0.0,434.0,0.0,21.1,0.6,0.07,0.0
17281,4.3,576.0,1.8267876662954934,10.0,3.2,0.311023622047244,1.2
17282,72.2,1545.0,3.0,14.0,0.3,0.002,1.0
17283,10.8,2840.0,5.7,14.7,5.73,0.0039370078740157,3.0
17284,0.5,1061.0,0.0,14.0,15.0,0.251968503937008,0.0
17285,51.0,2227.0,1.8267876662954934,6.0,3.1,0.511811023622047,0.5
17286,5.6,653.0,1.8267876662954934,0.0,3.4832571593152672,0.29,1.35
17287,8.5,253.0,1.0,2.0,0.2,0.110236220472441,4.0
17288,4.8,193.0,0.0,3.2,1.0,0.0511811023622047,4.8
17289,50.0,2304.0,1.8267876662954934,5.5,2.7,0.47244094488189,1.7
17290,4.0,205.0,1.2,1.0,0.4,0.15748031496063,2.2
17291,81.1,1645.0,2.4,8.0,0.9,0.0196850393700787,2.0
17292,0.0,858.0,0.0,22.0,3.3,0.393700787401575,0.0
17293,0.0,622.0,1.8267876662954934,22.0,1.7,0.062992125984252,0.0
17294,78.7,1501.0,1.8267876662954934,7.7,0.2,0.0039370078740157,0.6
17295,80.9,1667.0,5.1,7.8,0.8,0.14,26.2
17296,0.5,1152.0,0.0,17.0,15.0,0.2,0.5
17297,0.5,1169.0,1.8267876662954934,20.4,15.0,0.708661417322835,0.5
17298,4.5,150.0,0.0,4.3,0.0,0.0511811023622047,4.5
17299,5.0,162.0,1.8267876662954934,4.5,0.1,0.0551181102362205,4.8
17300,6.7,273.0,2.4,1.5,0.37,0.346456692913386,5.9
17301,11.7,238.0,1.8,0.4,0.18,0.0,10.7
17302,40.7,1616.0,1.0,6.2,8.7,0.47244094488189,0.3
17303,0.5,1220.0,1.8267876662954934,19.0,16.0,0.669291338582677,0.5
17304,10.5,222.0,0.9,1.0,0.1,0.28740157480315,2.2
17305,71.3,1996.0,1.8267876662954934,5.1,3.4832571593152672,0.28272035457118266,8.467244664197693
17306,11.0,213.0,0.8,0.6,0.0,0.0,10.9
17307,5.1,197.0,0.5,6.7,0.5,0.04,5.1
17308,81.3,1625.0,6.4,8.1,0.5,0.0039370078740157,1.1
17309,70.0,1553.0,1.8267876662954934,13.0,1.2,0.0196850393700787,2.5
17310,13.0,528.0,2.1,3.6,1.0,0.433070866141732,0.6
17311,6.3,318.0,1.8267876662954934,5.1,1.2,0.512,4.6
17312,69.7,1616.0,5.7,14.0,0.8,0.936,2.1
17313,13.2,395.0,1.8267876662954934,3.4,2.0,0.0511811023622047,12.7
17314,25.2,478.0,2.5,1.5,0.0,1.01181102362205,16.8
17315,9.0,256.0,1.53,2.5,0.11,0.0098425196850393,2.4
17316,16.6,474.0,4.2,8.1,0.053,0.012,1.23
17317,0.0,551.0,1.8267876662954934,20.0,2.2,0.0748031496062992,0.0
17318,17.0,297.0,0.1,0.2,0.0,0.0118110236220472,16.0
17319,4.8,271.0,1.8267876662954934,3.3,2.2,0.0433070866141732,4.6
17320,8.6,146.0,1.8267876662954934,0.0,0.0,0.0039370078740157,8.6
17321,0.0,587.0,1.8267876662954934,20.6,1.8,0.354330708661417,0.0
17322,72.0,1548.0,3.6,13.0,0.35,0.005,3.7
17323,0.0,1100.0,1.8267876662954934,19.0,14.0,0.511811023622047,0.0
17324,72.0,1527.0,3.6,13.0,0.35,0.005,3.7
17325,72.0,1548.0,3.6,13.0,0.3,0.0051181102362204,3.7
17326,72.0,1548.0,3.6,13.0,0.35,0.0051181102362204,3.7
17327,4.8,269.0,1.8267876662954934,3.2,2.2,0.0433070866141732,4.8
17328,13.0,649.0,2.3,4.5,1.6,0.433070866141732,0.8
17329,1.7,1168.0,1.8267876662954934,10.8,9.3,0.389763779527559,1.7
17330,70.0,1587.0,3.5,13.0,0.8,0.275590551181102,2.5
17331,69.0,1498.0,3.5,14.0,0.3,0.0196850393700787,4.4
17332,4.8,268.0,1.8267876662954934,3.15,2.3,0.0393700787401575,4.8
17333,72.5,1375.0,2.4,4.9,0.3,0.01,22.7
17334,66.5,1425.0,4.9,11.6,0.3,0.005,6.0
17335,2.3,96.0,1.8,1.7,0.1,0.0433,1.1
17336,0.5,1445.0,1.8267876662954934,13.6,4.8,0.236220472440945,0.5
17337,14.0,359.0,1.8267876662954934,3.5,0.9,0.0551181102362205,13.0
17338,73.0,1486.0,1.0,13.0,0.3,0.002,2.5
17339,0.0,1125.0,1.8267876662954934,20.0,15.0,0.551181102362205,0.0
17340,0.0,542.0,1.8267876662954934,21.0,2.3,0.0905511811023622,0.0
17341,6.7,204.0,1.2,1.7,0.1,0.1,2.2
17342,4.8,193.0,1.8267876662954934,3.2,1.0,0.0511811023622047,4.8
17343,6.5,486.0,2.2,8.4,2.6,0.511811023622047,4.9
17344,0.1,1100.0,0.0,19.0,15.0,0.511811023622047,0.0
17345,51.0,1185.0,2.8,8.7,0.3,0.492,7.7
17346,0.0,1100.0,1.8267876662954934,19.0,15.0,0.511811023622047,0.0
17347,4.8,193.0,1.8267876662954934,3.2,1.0,0.0511811023622047,4.8
17348,0.5,17.0,1.8267876662954934,0.5,0.0,0.0,0.5
17349,16.1,595.0,1.8267876662954934,6.1,1.9,0.241,3.33
17350,0.5,1490.0,1.8267876662954934,18.7,4.9,0.393700787401575,0.5
17351,15.0,261.0,0.7,0.0,0.0,0.0,13.0
17352,49.0,2257.0,1.8267876662954934,5.0,3.2,0.511811023622047,0.5
17353,0.5,3.0,1.8267876662954934,0.5,0.1,0.0039370078740157,0.5
17354,7.6,142.0,0.1,0.5,0.0,0.0118110236220472,7.6
17355,9.4,168.0,1.8267876662954934,0.5,0.0,0.0078740157480315,9.4
17356,64.0,1537.0,3.0,15.0,1.2,0.0393700787401575,3.0
17357,0.0,1194.0,1.8267876662954934,18.0,17.0,0.551181102362205,0.0
17358,48.4,2337.0,1.8267876662954934,6.1,3.1,0.62992125984252,0.5
17359,0.0,476.0,1.8267876662954934,23.0,0.8,0.0669291338582677,0.0
17360,0.0,1204.0,1.8267876662954934,18.0,17.0,0.708661417322835,0.0
17361,5.0,496.0,1.8267876662954934,10.0,0.8,0.196850393700787,4.5
17362,66.7,2029.0,1.8267876662954934,4.3,11.0,0.0196850393700787,15.3
17363,72.0,1500.0,3.5,12.0,0.3,0.0078740157480315,3.0
17364,70.5,1507.0,1.8267876662954934,14.6,0.4,0.169291338582677,0.4
17365,78.0,1593.0,2.9,12.0,0.1,0.0511811023622047,2.6
17366,4.7,327.0,1.2,5.5,1.2,0.460629921259842,3.7
17367,71.0,1456.0,3.0,12.0,0.1,0.0,3.5
17368,3.5,192.0,0.0,8.0,0.1,0.0393700787401575,3.5
17369,0.5,1736.0,1.8267876662954934,16.5,6.5,0.236220472440945,0.5
17370,31.4,1190.0,1.8267876662954934,13.9,7.3,0.62992125984252,1.6
17371,1.0,339.0,1.3,15.0,0.95,0.28,1.0
17372,11.0,326.0,1.8267876662954934,6.738383179482894,0.3,0.0590551181102362,10.0
17373,80.9,1647.0,3.9,8.1,0.7,0.04,0.6
17374,0.0,1322.0,1.8267876662954934,19.0,16.0,0.590551181102362,0.0
17375,0.0,476.0,1.8267876662954934,23.0,0.8,0.0669291338582677,0.0
17376,11.9,430.0,1.0,6.8,1.0,0.34251968503937,2.8
17377,80.8,1634.0,3.9,7.4,0.8,0.00276,0.9
17378,17.4,2444.0,1.8267876662954934,21.4,5.6,0.511811023622047,7.8
17379,64.4,1979.0,4.0,6.6,2.0,0.4,1.5
17380,67.8,2077.0,1.8267876662954934,6.4,1.9,0.452755905511811,0.8
17381,78.3,1498.0,3.7,7.0,0.3,0.0,0.7
17382,0.0,1490.0,1.8267876662954934,19.0,4.9,0.393700787401575,0.0
17383,0.7,3041.0,1.8267876662954934,1.9,12.02,0.480314960629921,0.2
17384,72.0,1510.0,1.8267876662954934,7.5,0.6,0.015748031496063,0.3
17385,68.0,1536.0,6.3,11.6,0.6,0.0,13.0
17386,0.5,134.0,6.1,4.0,3.4832571593152672,0.00354,8.467244664197693
17387,3.5,321.0,1.8267876662954934,4.7,3.8,0.0275590551181102,3.5
17388,0.0,978.0,0.0,17.9,4.1,0.296456692913386,0.0
17389,71.2,1474.0,3.6,11.0,0.3,0.0039370078740157,2.4
17390,0.4,456.0,1.8267876662954934,21.0,1.0,0.708661417322835,0.4
17391,0.5,377.0,1.8267876662954934,18.8,0.2,0.275590551181102,0.0
17392,65.7,1439.0,4.7,13.5,2.1,0.78740157480315,1.1
17393,30.0,1155.0,1.8267876662954934,14.0,7.1,0.669291338582677,2.2
17394,7.2,183.0,1.8267876662954934,0.5,0.2,0.031496062992126,4.7
17395,31.2,1151.0,1.8267876662954934,13.9,6.3,0.62992125984252,0.9
17396,24.884280051892134,1389.0,0.0,20.0,17.0,0.468503937007874,0.0
17397,57.0,2016.0,5.0,7.0,2.2,0.383858267716535,0.5
17398,12.0,259.0,0.15,0.1,0.4,0.0393700787401575,4.8
17399,4.1,226.0,0.6,3.9,0.4,0.03,3.6
17400,21.0,605.0,2.5,2.5,1.0,0.02,1.0
17401,12.3,322.0,0.1,2.8,0.9,0.05,12.1
17402,11.0,437.0,0.8,8.7,1.0,0.311023622047244,0.9
17403,14.0,603.0,1.8,4.3,1.3,0.433070866141732,0.5
17404,8.5,283.0,1.6,1.3,0.3,0.110236220472441,2.2
17405,5.5,115.0,0.5,1.0,0.0,0.220472440944882,1.0
17406,12.0,475.0,1.8267876662954934,7.6,2.4,0.244094488188976,0.4
17407,1.0,1210.0,1.8267876662954934,20.0,15.0,0.669291338582677,0.7
17408,0.9,818.0,1.8267876662954934,23.7,2.5,0.881889763779528,0.3
17409,57.0,1640.0,7.3,9.9,0.6,0.3937,1.8
17410,49.0,2187.0,5.0,12.0,4.4,0.0,34.0
17411,10.6,180.0,1.8267876662954934,0.0,0.0,0.0,10.6
17412,13.0,236.0,1.8267876662954934,0.6,0.0,0.0118110236220472,13.0
17413,18.1,2374.0,3.2,17.7,8.3,0.015748031496063,4.6
17414,7.5,428.0,0.0,1.6,0.0,0.0,0.0
17415,0.5,824.0,1.8267876662954934,20.0,2.2,0.0354330708661417,0.0
17416,2.0,888.0,1.2,17.0,6.2,0.196850393700787,0.0
17417,0.5,1126.0,1.8267876662954934,20.0,15.0,0.590551181102362,0.5
17418,91.2,1679.0,2.8,6.4,0.26,0.007,22.7
17419,11.9,364.0,2.4,3.8,0.9,0.358267716535433,2.1
17420,7.5,201.0,1.8267876662954934,2.2,0.0,0.34251968503937,3.2
17421,70.2,1761.0,1.8267876662954934,11.0,5.1,0.748031496062992,1.6
17422,73.9,1492.0,3.0,6.4,0.7,0.0078740157480315,0.9
17423,0.9,55.0,0.0,1.0,0.1,0.905511811023622,0.5
17424,22.0,510.0,3.0,3.0,0.3,0.18,3.5
17425,4.4,209.0,1.8267876662954934,7.7,0.0,0.0433070866141732,4.0
17426,7.0,184.0,5.3,1.3,0.1,0.0078740157480315,5.0
17427,1.4,29.0,0.6,0.5,0.0,0.0051181102362204,0.0
17428,77.5,1615.0,3.6,8.4,0.6,0.0984,0.7
17429,2.1,2776.0,1.8267876662954934,1.6,8.2,0.590551181102362,0.6
17430,51.8,2216.0,5.4,6.2,10.1,0.0,1.0
17431,11.0,216.0,1.1,0.6,0.0,0.0,10.9
17432,80.0,1496.0,1.8,4.9,0.2,0.0039370078740157,24.0
17433,4.4,443.0,1.8267876662954934,3.2,6.0,0.0354330708661417,4.0
17434,15.2,268.0,1.8267876662954934,0.5,0.5,0.0039370078740157,15.2
17435,76.0,1625.0,1.8267876662954934,10.5,0.4,0.633858267716535,6.6
17436,11.0,189.0,0.1,0.1,0.0,0.0,10.0
17437,70.0,1525.0,6.0,13.0,0.4,0.0039370078740157,3.0
17438,22.5,883.0,1.8267876662954934,4.2,1.0,0.511811023622047,1.4
17439,60.4,2022.0,3.7,7.8,14.4,0.0393700787401575,24.7
17440,0.8,502.0,1.8267876662954934,20.0,1.1,0.78740157480315,0.8
17441,67.5,1604.0,6.3,12.8,0.6,0.0393700787401575,4.3
17442,4.0,404.0,1.8267876662954934,5.4,4.7,0.0511811023622047,2.7
17443,0.0,2787.0,1.8267876662954934,0.0,0.0,0.0,0.0
17444,21.1,389.0,0.3,1.4,0.0,0.590551181102362,18.6
17445,7.5,200.0,0.8,0.6,0.3,0.04,5.5
17446,0.5,945.0,1.8267876662954934,11.9,3.44,0.393700787401575,0.5
17447,10.6,242.0,0.13,0.1,0.2,0.04,5.0
17448,8.3,295.0,6.0,5.2,0.0,0.15748031496063,3.9
17449,4.8,84.0,1.8267876662954934,0.0,0.0,0.0173,4.4
17450,29.6,773.0,1.1,3.8,1.7,0.307086614173228,2.2
17451,64.7,1449.0,7.0,13.1,0.6,0.0,4.3
17452,53.3,2035.0,4.5,5.6,3.7,0.5,0.4
17453,21.4,518.0,2.0,1.6,0.4,0.0393700787401575,0.5
17454,10.0,280.0,5.2,4.0,0.0,0.0118110236220472,1.0
17455,52.1,1181.0,3.0,12.7,0.4,0.02,0.9
17456,0.2,17.0,0.0,0.4,0.1,0.393700787401575,0.1
17457,11.0,335.0,3.5,3.0,0.4,0.16,5.5
17458,79.0,1509.0,1.5,7.3,0.2,0.0059055118110236,0.3
17459,8.4,198.0,1.8,1.1,0.1,0.0194850393700787,3.1
17460,7.8,198.0,1.6,0.9,0.1,0.0118110236220472,1.4
17461,3.2,116.0,3.1,1.3,0.1,0.295275590551181,0.8
17462,10.5,231.0,0.4,0.7,0.1,3.1496062992126e-05,5.5
17463,12.0,238.0,0.0,0.2,0.1,0.04,5.0
17464,4.8,269.0,1.8267876662954934,3.2,2.2,0.0394,4.8
17465,0.0,288.0,1.8267876662954934,16.4,0.07,0.0059055118110236,0.0
17466,11.4,224.0,1.4,0.3,0.0,0.0015748031496063,11.4
17467,8.3,238.0,1.5,1.3,0.2,0.0196850393700787,3.0
17468,2.9,178.0,1.4,0.6,0.6,0.374015748031496,2.9
17469,84.4,1607.0,1.5,7.8,0.0,0.0064,0.0
17470,77.8,1485.0,0.6,8.6,0.8,0.0039370078740157,0.2
17471,0.0,17.0,1.8267876662954934,0.0,0.0,0.0,0.0
17472,16.9,301.0,1.4,0.3,0.0,0.001,13.1
17473,60.7,2239.0,7.1,1.0,14.3,0.0,21.4
17474,14.0,483.0,1.8267876662954934,6.8,3.4832571593152672,0.28272035457118266,8.467244664197693
17475,14.9,300.0,1.7,1.0,0.0,0.826771653543307,13.5
17476,1.1,1256.0,1.8267876662954934,14.0,18.0,0.62992125984252,0.5
17477,9.4,176.0,0.1,0.7,0.0,0.0098425196850393,8.7
17478,0.5,17.0,0.0,0.5,0.0,0.0,0.5
17479,11.2,484.0,1.8267876662954934,7.5,0.4,0.47244094488189,2.8
17480,5.2,265.0,1.8267876662954934,1.6,0.5,0.177165354330709,3.9
17481,1.5,55.0,1.5,1.0,0.0,0.25,1.0
17482,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17483,80.6,1536.0,2.5,7.6,0.3,0.0,0.0
17484,0.0,17.0,0.0,0.5,0.0,0.0,0.0
17485,6.2,752.0,1.8267876662954934,8.5,3.4832571593152672,0.28272035457118266,8.467244664197693
17486,11.7,229.0,2.39,0.2,0.05,0.004,9.08
17487,0.0,755.0,1.8267876662954934,1.4,3.5,1.06299212598425,0.0
17488,14.0,281.0,2.0,0.5,0.2,0.0011811023622047,12.0
17489,78.0,1576.0,3.7,11.8,0.4,0.005,1.1
17490,82.0,1621.0,1.8,9.7,0.24,0.04,7.8
17491,77.8,1571.0,4.0,11.0,0.2,0.02,6.1
17492,75.1,1557.0,6.8,10.9,0.3,0.03,5.9
17493,74.8,1584.0,4.5,13.0,0.3,0.03,5.0
17494,71.2,1566.0,5.7,13.0,0.5,0.011,4.2
17495,75.4,1565.0,6.5,9.7,0.3,0.04,12.9
17496,10.8,219.0,0.1,0.1,0.1,0.0393700787401575,7.7
17497,3.3,214.0,1.8267876662954934,3.6,1.7,0.0511811023622047,3.3
17498,13.0,402.0,6.4,6.0,0.1,0.326771653543307,0.6
17499,7.1,158.0,1.8267876662954934,1.6,0.0,0.0984,6.7
17500,73.0,1548.0,3.4,13.2,0.4,0.0393700787401575,3.0
17501,7.7,221.0,3.8,2.2,0.0,0.220472440944882,1.6
17502,10.0,266.0,1.8267876662954934,2.8,0.8,0.0354330708661417,10.0
17503,73.0,1567.0,3.4,13.2,0.4,0.0393700787401575,3.0
17504,53.8,1330.0,1.8267876662954934,8.8,3.4832571593152672,0.28272035457118266,8.467244664197693
17505,17.0,498.0,6.3,7.2,0.2,0.393700787401575,0.6
17506,55.0,1276.0,1.8267876662954934,12.0,3.4832571593152672,0.28272035457118266,8.467244664197693
17507,73.0,1567.0,3.4,13.2,0.4,0.0393700787401575,3.0
17508,0.0,890.0,0.0,22.0,3.5,0.393700787401575,0.0
17509,27.4,488.0,1.5,1.4,0.1,1.02362204724409,15.4
17510,83.0,1621.0,1.5,7.3,0.25,0.0393700787401575,1.5
17511,70.0,1508.0,3.6,12.0,0.5,0.0275590551181102,0.3
17512,72.0,1505.0,2.7,12.0,0.3,0.0078740157480315,3.0
17513,81.0,1556.0,1.7,7.0,0.3,0.0078740157480315,0.5
17514,72.0,1548.0,3.6,13.0,0.35,0.005,3.7
17515,23.1,644.0,3.3,5.1,0.5,0.29,4.4
17516,3.0,1033.0,1.8267876662954934,5.5,17.4,0.354330708661417,3.0
17517,78.0,1489.0,1.0,7.4,0.1,0.0,0.0
17518,14.5,382.0,2.3,4.8,0.2,0.393700787401575,14.5
17519,6.0,251.0,0.0,2.7,0.2,0.984251968503937,0.7
17520,60.9,1968.0,1.8267876662954934,10.4,13.0,0.700787401574803,3.6
17521,85.2,1630.0,3.5,7.3,0.1,0.125984251968504,0.2
17522,17.0,888.0,1.8267876662954934,6.3,6.1,0.448818897637795,1.4
17523,77.4,1596.0,5.0,12.8,0.1,0.0118110236220472,2.0
17524,3.0,330.0,0.0,16.0,0.12,0.5,2.4
17525,26.9,571.0,2.2,4.7,0.1,0.0,0.5
17526,0.5,1674.0,0.5,15.0,14.0,0.511811023622047,0.2
17527,11.0,184.0,0.0,0.0,0.0,0.0,10.0
17528,0.1,8.0,0.1,0.1,0.1,0.002,0.1
17529,30.8,643.0,0.5,3.3,0.2,0.18,0.0
17530,8.9,222.0,2.0,2.8,0.0,0.236220472440945,4.5
17531,18.3,321.0,0.0,0.6,0.0,0.0,18.1
17532,13.0,230.0,0.5,0.5,0.0,0.0,13.0
17533,2.9,1120.0,2.9,7.2,3.3,0.78740157480315,1.2
17534,12.5,244.0,2.3,0.3,0.0,0.0039370078740157,9.6
17535,4.8,192.0,1.8267876662954934,3.2,1.0,0.0511811023622047,4.8
17536,13.1,298.0,3.8,5.6,1.7,0.433070866141732,1.0
17537,10.7,184.0,0.23,0.1,0.02,0.001,9.9
17538,11.0,197.0,0.2,0.1,0.02,0.002,10.5
17539,9.8,179.0,0.5,0.5,0.0,0.0,9.6
17540,12.9,228.0,0.0,0.3,0.1,0.0,12.7
17541,11.0,197.0,0.5,0.5,0.0,0.0,11.0
17542,15.4,1282.0,6.3,3.3,2.6,0.64,11.6
17543,11.0,197.0,0.2,0.1,0.02,0.002,10.5
17544,6.0,2340.0,0.5,4.3,6.5,0.984251968503937,4.1
17545,14.0,2184.0,1.8267876662954934,1.3,4.5,0.905511811023622,12.0
17546,7.7,269.0,1.5,1.3,0.4,0.393700787401575,7.1
17547,29.0,684.0,2.6,3.5,0.6,0.28740157480315,0.5
17548,4.5,105.0,1.1,0.5,0.5,0.248031496062992,4.5
17549,0.4,442.0,1.8267876662954934,24.5,0.2,1.06299212598425,0.3
17550,11.0,200.0,0.5,0.5,0.0,0.0,11.0
17551,12.0,200.0,0.0,0.0,0.0,0.002,12.0
17552,28.0,1010.0,6.0,4.0,1.0,0.04,0.2
17553,4.4,153.0,3.9,2.1,0.1,0.28,0.9
17554,2.0,60.0,1.1,1.0,0.0,0.0118110236220472,1.3
17555,7.4,282.0,1.3,1.6,0.3,0.374015748031496,5.0
17556,5.3,857.0,1.8267876662954934,12.0,6.5,0.511811023622047,1.0
17557,60.0,1264.0,2.0,9.0,0.4,0.31496062992126,4.0
17558,13.0,502.0,0.5,7.5,0.4,0.62992125984252,3.0
17559,11.1,627.0,2.9,5.5,2.4,0.228346456692913,0.4
17560,4.6,268.0,1.8267876662954934,4.0,2.2,0.0433070866141732,3.8
17561,54.0,1130.0,6.4,2.9,0.5,0.346456692913386,6.3
17562,69.5,1510.0,2.9,14.5,0.3,0.0019685039370078,3.1
17563,10.9,192.0,1.8267876662954934,0.5,0.0,0.0,10.9
17564,5.5,272.0,2.7,1.6,0.6,0.236220472440945,5.2
17565,12.0,222.0,0.5,0.6,0.0,0.0,12.0
17566,13.1,229.0,1.8267876662954934,0.0,0.0,0.0,12.4
17567,12.6,214.0,1.8267876662954934,0.5,0.1,0.0039370078740157,11.1
17568,74.0,1514.0,2.6,12.0,0.2,0.0039370078740157,3.7
17569,85.0,1689.0,1.5,6.0,1.3,0.0118110236220472,22.0
17570,2.0,116.0,1.8267876662954934,0.4,0.0,0.0039370078740157,2.0
17571,72.2,1487.0,1.8267876662954934,12.0,0.3,0.0019685039370078,1.0
17572,23.0,831.0,2.6,6.8,1.1,0.511811023622047,5.0
17573,79.55,1511.0,0.8,7.17,0.1,0.0035433070866141,0.34
17574,4.0,108.0,3.2,0.6,0.0,0.299212598425197,4.0
17575,13.8,387.0,3.9,6.5,0.1,0.393700787401575,0.3
17576,11.0,198.0,0.3,0.5,0.0,0.0,11.0
17577,12.9,1071.0,1.8267876662954934,13.9,5.4,0.31496062992126,3.8
